UUID,label,source,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,Cookies,secure,session,httponly,JSGlobalVar,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,URL,OutGoingLinks,session & httponly,sensitive
b1657673-f1df-4d2c-8fbf-8df59760d429,1.0,OP,17.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,2.0,0.0,74.0,30.0,44.0,Bitcoin Wallet from Blockchain,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,3.0,3.0,2.0,1.0,53.0,337.0,https://mariannehoward.org/www.blockchain.com-wallet/a04efcce45da637c48b6fefd0/login.php?61473904298456wallet_,0.0,0.0,1.0
19e64e86-ca1d-4157-8a58-3f227ecc2641,1.0,OP,5.0,6.0,0.0,7.0,0.0,0.0,0.0,1.0,7.0,0.0,78.0,62.0,16.0,Authorize log-in attemp,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0.0,3.0,3.0,2.0,1.0,91.0,374.0,https://mariannehoward.org/www.blockchain.com-wallet/a04efcce45da637c48b6fefd0/authorization.php?54296814-Gmail_5467-Yahoo_6982-Hotmail_6576-other_email6243835875742736804,0.0,0.0,1.0
067a4728-8c02-40e1-a0ed-df29c2a01310,1.0,OP,17.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,2.0,0.0,74.0,30.0,44.0,Bitcoin Wallet from Blockchain,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,3.0,3.0,2.0,1.0,53.0,337.0,https://mariannehoward.org/www.blockchain.com-wallet/e1c9510c1a6e907389e5476a5/login.php?61473904298456wallet_,0.0,0.0,1.0
d081195f-d752-4d37-8c9b-c44d5458f486,1.0,OP,5.0,6.0,0.0,7.0,0.0,0.0,0.0,1.0,7.0,0.0,78.0,62.0,16.0,Authorize log-in attemp,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0.0,3.0,3.0,2.0,1.0,91.0,374.0,https://mariannehoward.org/www.blockchain.com-wallet/e1c9510c1a6e907389e5476a5/authorization.php?54296814-Gmail_5467-Yahoo_6982-Hotmail_6576-other_email6243835875742736804,0.0,0.0,1.0
eaaa9e3a-465f-4db0-b254-0bfab9f4392a,1.0,OP,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,119.0,77.0,42.0,Manage your Apple ID - Apple,1.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,3.0,7.0,https://support-appleld.com.secureupdate.duilawyeryork.com/ap/38996f01d874ff0?cmd=_update&dispatch=38996f01d874ff055&locale=_US,0.0,0.0,1.0
e8459dc7-67c2-445c-a1e6-3c6590eef07b,1.0,OP,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,119.0,77.0,42.0,Manage your Apple ID - Apple,1.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,3.0,7.0,https://support-appleld.com.secureupdate.duilawyeryork.com/ap/38996f01d874ff0/?cmd=_update&dispatch=38996f01d874ff055&locale=_US,0.0,0.0,1.0
fd778959-dffd-43dd-926a-ae4c836b266a,1.0,OP,13.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,46.0,21.0,25.0,GÎ¿Î¿gle-KÎ¿ntÎ¿ verknÃ¼pfen und auf Ihren GerÃ¤ten schneller bezahlen,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,33.0,0.0,2.0,2.0,2.0,2.0,57.0,59.0,http://mail.modesupportinc.webredirect.org/signin/ma57/websrc?country.x=pk&locale.x=pk_pk,0.0,0.0,1.0
49eab1a2-b9df-4675-b957-f2d0f9eaece3,1.0,OP,79.0,21.0,0.0,14.0,7.0,5.0,2.0,0.0,6.0,0.0,262.0,78.0,184.0,æ’å³°å¨±ä¹-æ¯å¤©æœ‰æƒŠå–œï¼Œä¿¡èª‰é¦–é€‰,0.0,0.0,0.0,0.0,24.0,42.0,0.0,0.0,10.0,67.0,3.0,3.0,4.0,3.0,1683.0,1740.0,http://m.hf278.com/,0.0,0.0,0.0
7dabbf30-bed1-4fa5-88c7-467ede452213,1.0,OP,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,14.0,2.0,Document,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,11.0,11.0,https://www.telelynesplus.co.uk/img/unsercontrold295/1/run/com.php?sec=pljNIFWO8MpljNIFWO8MpljNIFWO8M,0.0,0.0,0.0
a6247984-dbc0-45d7-ac13-edbf5eb18070,1.0,OP,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,14.0,2.0,Document,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,11.0,11.0,https://www.telelynesplus.co.uk/img/unsercontrold295/1/run/com.php?sec=sKYGKhRywNsKYGKhRywNsKYGKhRywN,0.0,0.0,0.0
7f2380ab-b85b-48eb-be91-ab698f9ee28e,1.0,OP,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,14.0,2.0,Document,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,11.0,11.0,https://www.telelynesplus.co.uk/img/unsercontrold295/1/index2.php,0.0,0.0,0.0
ddcf33fe-9f81-4552-816e-f9db96cbc6fa,1.0,OP,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,14.0,2.0,Document,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,11.0,11.0,https://www.telelynesplus.co.uk/img/unsercontrold295/1/index2,0.0,0.0,0.0
4eab0253-67f1-42a6-9726-396e6831d0a8,1.0,OP,29.0,3.0,0.0,1.0,4.0,0.0,4.0,1.0,9.0,0.0,72.0,41.0,31.0,"
	Sharing Link Validation
",1.0,1.0,1.0,1.0,7.0,3.0,0.0,0.0,100.0,0.0,2.0,2.0,3.0,1.0,29.0,41.0,https://acbspconference.org/jag/mfilealldom/mfile/index.php,1.0,1.0,
f7e97abc-725d-4667-bf0e-3812aa606425,1.0,OP,10.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,26.0,32.0,"(1) New File | Secure File Sharing, Storage and Collaboration",1.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,18.0,75.0,4.0,4.0,4.0,3.0,457.0,457.0,http://envirodrilling.com/wp-includes/css/admin/work/page/,0.0,0.0,0.0
2e0fa3d6-e61a-4b62-a6da-c4ea488e13a4,1.0,OP,22.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,49.0,27.0,22.0,Netflix,1.0,0.0,1.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,262.0,260.0,http://pstratiinc.com/shellz/717729ce391c20ef3e722c3e6ef79a58/,0.0,0.0,1.0
0ff209eb-a833-48d6-b2b6-a07b7551e077,1.0,OP,16.0,7.0,0.0,15.0,11.0,9.0,2.0,1.0,21.0,0.0,152.0,129.0,23.0,ã€æ¥½å¤©ã€‘ãƒ­ã‚°ã‚¤ãƒ³,0.0,0.0,0.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,77.0,92.0,http://rakuten.co.jp.rakutenasdmfwezsdfw.monster/,0.0,0.0,1.0
0abc5d1b-c558-46cb-ac38-a3968fafe44d,1.0,OP,16.0,0.0,0.0,7.0,2.0,1.0,1.0,1.0,3.0,0.0,68.0,27.0,41.0,Netflix,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,33.0,50.0,2.0,2.0,2.0,2.0,272.0,270.0,http://201.163.98.162/crm/jssource/src_files/modules/Project/home/93e7575cd6d70bf892d0a3209/,0.0,0.0,1.0
4f45e3f3-bfce-4767-be07-c6b50e8754e9,1.0,OP,5.0,3.0,0.0,0.0,5.0,0.0,5.0,1.0,4.0,0.0,98.0,98.0,0.0, Email Settings,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,48.0,66.0,http://vitaminmy.com/images/jagaban/message-centre/source/,0.0,0.0,0.0
b8b89dd7-0b94-4658-a20b-09782c52a111,1.0,OP,6.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,89.0,82.0,7.0,Adobe Document Cloud,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,439.0,436.0,http://caviarkelp.com/adobe/acrobat/,0.0,0.0,1.0
9f7092ae-8173-47db-bfe3-73bf6d774a08,1.0,OP,5.0,3.0,0.0,0.0,5.0,0.0,5.0,1.0,4.0,0.0,98.0,98.0,0.0, Email Settings,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,48.0,66.0,http://vitaminmy.com/images/jagaban/message-centre/cmd-login=4078f0e0de091e35402443ef5f168fc1/,0.0,0.0,0.0
cc9cb2d9-4888-45d2-a24b-6ec53ad10a8b,1.0,OP,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,68.0,68.0,0.0, | Email Settings,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,http://odb2.insca.org/src/25GB/index.php,0.0,0.0,0.0
daa57a7a-b51e-42ed-a7a8-74d2019328cb,1.0,OP,100.0,2.0,0.0,28.0,24.0,4.0,20.0,2.0,18.0,0.0,272.0,107.0,165.0,bank_of_america | Online Banking | Sign In | Online ID,1.0,0.0,0.0,0.0,613.0,21.0,0.0,0.0,0.0,0.0,4.0,7.0,5.0,2.0,510.0,2187.0,http://35.188.36.185/bank_of_america/secure.bankofamerica.com/website/,5.0,0.0,1.0
827c0906-36a4-4c89-b154-675002317790,1.0,OP,101.0,3.0,1.0,52.0,40.0,25.0,15.0,2.0,40.0,0.0,621.0,440.0,181.0,Facebook - Log In or Sign Up,0.0,0.0,0.0,0.0,49.0,43.0,0.0,0.0,65.0,50.0,2.0,2.0,3.0,2.0,467.0,1504.0,http://35.188.36.185/facebook/27-03-2020/facebook.com/website/,17.0,0.0,1.0
568e0be0-13fb-40fb-a5ed-57d68a9b81cb,1.0,OP,101.0,3.0,1.0,52.0,18.0,3.0,15.0,2.0,40.0,0.0,577.0,396.0,181.0,Facebook - Log In or Sign Up,0.0,0.0,0.0,0.0,48.0,17.0,0.0,0.0,12.0,50.0,2.0,2.0,3.0,2.0,385.0,1279.0,http://35.188.36.185/facebook/27-03-2020/fb.com/website/,17.0,0.0,1.0
73500142-0d2c-43c9-a825-a901e44d716e,1.0,OP,34.0,0.0,0.0,10.0,18.0,7.0,11.0,2.0,12.0,0.0,103.0,43.0,60.0,Amazonãƒ­ã‚°ã‚¤ãƒ³,1.0,0.0,0.0,0.0,65.0,18.0,0.0,0.0,67.0,33.0,4.0,6.0,4.0,3.0,289.0,974.0,http://45.76.106.100/ap/signin?key=a@b.c,9.0,0.0,1.0
c9b150b2-0e1c-412f-981b-1feb1600c544,1.0,OP,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,119.0,77.0,42.0,Manage your Apple ID - Apple,1.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,7.0,http://support-appleld.com.secureupdate.duilawyeryork.com/ap/7db40fa013defc6/,0.0,0.0,1.0
d62131e6-e486-44df-9009-12c473db81cb,1.0,OP,25.0,1.0,1.0,12.0,8.0,4.0,4.0,1.0,6.0,0.0,101.0,62.0,39.0,Tax Refund Form - GOV.UK,1.0,1.0,0.0,0.0,5.0,17.0,0.0,0.0,94.0,0.0,2.0,2.0,2.0,1.0,404.0,587.0,http://hmrcgovuk.secure-validations.com/,0.0,0.0,1.0
9c680781-d646-4338-8f05-a5bd14c7d305,1.0,OP,32.0,0.0,1.0,10.0,28.0,13.0,15.0,1.0,5.0,1.0,179.0,104.0,75.0,WeTransfer,2.0,0.0,0.0,0.0,32.0,25.0,0.0,0.0,100.0,29.0,6.0,7.0,7.0,3.0,857.0,3189.0,https://wetransfer.com.files.kixt-max.xyz/,1.0,0.0,0.0
9c2dc61c-a83a-4cb5-bbe1-c8e926407a3f,1.0,OP,86.0,6.0,4.0,27.0,19.0,10.0,9.0,1.0,16.0,0.0,490.0,288.0,202.0,Log in to your PayPal account,13.0,13.0,5.0,7.0,24.0,46.0,0.0,0.0,100.0,14.0,3.0,8.0,7.0,4.0,404.0,1096.0,https://shuvobarta.com/PaypalPaypal/myaccount/info/success.php?enc=2f308d0c8d63143d84b5addf40b814fa&p=1&dispatch=e0d8d03742c9214bf92a515de6817c74d2095260,0.0,2.0,1.0
b9a60693-6903-4f23-8ff4-0487c279f738,1.0,OP,7.0,2.0,0.0,2.0,10.0,6.0,4.0,1.0,3.0,0.0,78.0,69.0,9.0,DHL EXPRESS,0.0,0.0,0.0,0.0,25.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,348.0,346.0,http://hernandeztreeservices.com/scc/AEJ3dI/index.html,2.0,0.0,0.0
54f9ce17-31bd-4709-a5aa-2fc4ccdeda03,1.0,OP,6.0,4.0,0.0,2.0,8.0,5.0,3.0,1.0,3.0,0.0,75.0,67.0,8.0,DHI EXPRESS,0.0,0.0,0.0,0.0,25.0,14.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,368.0,449.0,https://151.rs/vwv/D2017HL/,1.0,0.0,0.0
c25ad014-808b-4e00-b891-9ef2b0913c6f,1.0,OP,16.0,7.0,0.0,15.0,11.0,9.0,2.0,1.0,21.0,0.0,152.0,129.0,23.0,ã€æ¥½å¤©ã€‘ãƒ­ã‚°ã‚¤ãƒ³,0.0,0.0,0.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,77.0,92.0,http://rakuten.co.jp.rakutenasdmfwezsdfw.xyz/,0.0,0.0,1.0
f31e3a03-c751-4650-8b50-60198fdaada0,1.0,OP,16.0,7.0,0.0,15.0,11.0,9.0,2.0,1.0,21.0,0.0,152.0,129.0,23.0,ã€æ¥½å¤©ã€‘ãƒ­ã‚°ã‚¤ãƒ³,0.0,0.0,0.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,77.0,92.0,http://rakuten.co.jp.rakutenasdmfwezsdfw.icu/,0.0,0.0,1.0
4129f9e9-9526-4852-bf56-03746d72c3a2,1.0,OP,582.0,75.0,12.0,377.0,124.0,38.0,86.0,1.0,6.0,0.0,2284.0,739.0,1545.0,Kit Furadeira Parafusadeira GSR 120 LI com Chave de Impacto GDR 120 LI - Bosch - Furadeira a Bateria - Magazine Luiza,1.0,0.0,0.0,0.0,293.0,165.0,0.0,0.0,99.0,42.0,38.0,58.0,48.0,11.0,2856.0,6396.0,https://clubecarrinhomag.com/produto/1594582743/kit-furadeira-parafusadeira-gsr-120-li-com-chave-de-impacto-gdr-120-li-bosch/p/hh182d4746/fs/fprr/&uid=4403288608,178.0,0.0,0.0
b9bf9422-e6fe-4d36-9d89-4e9383d1233c,1.0,OP,21.0,5.0,0.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,56.0,16.0,40.0,Website sleeping | 000webhost,5.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,100.0,80.0,10.0,10.0,8.0,3.0,138.0,366.0,https://mfbpaqe-requestsafety.000webhostapp.com/secure.html,4.0,0.0,0.0
6529a1e5-bd9d-4409-8a05-21e310fc81d2,1.0,OP,21.0,5.0,0.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,56.0,16.0,40.0,Website sleeping | 000webhost,5.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,100.0,80.0,10.0,10.0,8.0,3.0,138.0,366.0,https://mfbpaqe-requestsafety.000webhostapp.com/requestedrecovery.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,4.0,0.0,0.0
8f4cd8f8-382d-4e10-a09e-6ef7ef84b5df,1.0,OP,21.0,5.0,0.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,56.0,16.0,40.0,Website sleeping | 000webhost,5.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,100.0,80.0,10.0,10.0,8.0,3.0,138.0,366.0,https://mfbpaqe-requestsafety.000webhostapp.com/peymants%20opdette%200.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,4.0,0.0,0.0
6f277aab-e54d-4e8a-8aa2-0df5e99fc1ed,1.0,OP,21.0,5.0,0.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,56.0,16.0,40.0,Website sleeping | 000webhost,5.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,100.0,80.0,10.0,10.0,8.0,3.0,138.0,366.0,https://mfbpaqe-requestsafety.000webhostapp.com/peymants%20opdette%201.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,4.0,0.0,
15d15182-f8a3-43ab-a1a9-ba2967240d62,1.0,OP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,403 Forbidden,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,http://beyondot.com/ChaseBank/927cc7cf5/signin.php?session_633130396563,0.0,0.0,0.0
2842234c-d182-44f5-b7a6-16fe7ca2bb2c,1.0,OP,21.0,5.0,0.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,56.0,16.0,40.0,Website sleeping | 000webhost,5.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,93.0,80.0,10.0,10.0,8.0,3.0,138.0,366.0,http://ee-helpdesk.000webhostapp.com/,4.0,0.0,0.0
f73e6609-4f79-459f-9819-05661a786c93,1.0,OP,11.0,8.0,0.0,7.0,1.0,0.0,1.0,1.0,6.0,0.0,76.0,68.0,8.0,Adobe PDF,1.0,1.0,0.0,1.0,0.0,13.0,0.0,0.0,100.0,100.0,2.0,2.0,2.0,1.0,175.0,184.0,https://admin.kdtech.in/include/adope/,0.0,0.0,1.0
73e8a405-4500-4070-af4c-63322068ba19,1.0,OP,35.0,2.0,4.0,20.0,27.0,16.0,11.0,0.0,0.0,0.0,169.0,104.0,65.0,Whatsapp Group Invite,9.0,2.0,0.0,2.0,78.0,24.0,0.0,0.0,100.0,40.0,9.0,10.0,5.0,4.0,253.0,614.0,https://chat-whatsapp-c0m.uptymes.com/group/msomi-bcbiuUYFxhg98Ghgiuh9o0/,2.0,0.0,0.0
9b97a930-44a1-4450-a366-31658e8c3b3f,1.0,OP,35.0,2.0,4.0,20.0,27.0,16.0,11.0,0.0,0.0,0.0,169.0,104.0,65.0,Whatsapp Group Invite,9.0,1.0,0.0,1.0,78.0,31.0,0.0,0.0,97.0,63.0,11.0,13.0,8.0,4.0,294.0,783.0,https://chat-whatsapp-com-group.edu.co.tz/,2.0,0.0,0.0
17188ec7-10cc-4e54-9d4b-730b05e5cdb0,1.0,OP,10.0,1.0,0.0,7.0,3.0,3.0,0.0,1.0,1.0,0.0,46.0,22.0,24.0,Amazon ãƒ­ã‚°ã‚¤ãƒ³,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,103.0,337.0,https://suportcenter013.top/,0.0,0.0,0.0
28e9ac42-699a-4e1e-97ae-6da436e73ecb,1.0,OP,16.0,7.0,0.0,15.0,11.0,9.0,2.0,1.0,21.0,0.0,152.0,129.0,23.0,ã€æ¥½å¤©ã€‘ãƒ­ã‚°ã‚¤ãƒ³,0.0,0.0,0.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,77.0,92.0,http://rakuten.co.jp.i5girh4kjhrg356kjgierfvriohjt4ogjhrohjtrfmddg.ga/,0.0,0.0,1.0
9f7232de-ecbd-4d88-9b87-708e2410f598,1.0,OP,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,18.0,14.0,4.0,"
",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,1.0,1.0,2.0,1.0,176.0,425.0,http://infowebservclient.justns.ru/,0.0,0.0,
aad1ea39-4bd6-4f10-bc7f-dbaac63f0517,1.0,OP,69.0,5.0,0.0,46.0,0.0,0.0,0.0,3.0,5.0,0.0,239.0,100.0,139.0,Internal Revenue Service,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,150.0,609.0,http://turkmcse.com/sys-cache/_message/,0.0,0.0,1.0
4a74cb2c-37dd-46c9-853f-db7e1e3d0a55,1.0,OP,27.0,0.0,0.0,4.0,3.0,1.0,2.0,1.0,2.0,0.0,66.0,27.0,39.0,Facebook,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,68.0,183.0,https://recovery-page-security-adss.000webhostapp.com/recovery-chekpoint-login.html,0.0,0.0,1.0
6be4288d-77a9-40d8-9000-e4492b1fb278,1.0,OP,17.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,4.0,0.0,384.0,317.0,67.0,Facebook Help Center,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,92.0,100.0,1.0,1.0,2.0,1.0,84.0,210.0,https://recovery-page-security-adss.000webhostapp.com/Payment-update-0.html,2.0,0.0,1.0
9d25cca1-2544-4429-91a0-345e8aaa244e,1.0,OP,14.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,0.0,74.0,36.0,38.0,Facebook Help Center,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,100.0,100.0,2.0,2.0,2.0,2.0,69.0,184.0,https://recovery-page-security-adss.000webhostapp.com/inet-update-01.html,2.0,0.0,1.0
be5a9f90-de46-49f3-8ebb-eabbe7fc614e,1.0,OP,38.0,1.0,3.0,7.0,20.0,13.0,7.0,1.0,10.0,1.0,132.0,58.0,74.0,-ASB Bank - Log in-,0.0,0.0,0.0,0.0,41.0,88.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,717.0,707.0,http://www.sdgsacademy.pk/fonts/welcomeasb/,0.0,0.0,1.0
7b1553f1-fdd6-4ae8-ad7f-b4a2f1c15f36,1.0,OP,34.0,25.0,0.0,15.0,19.0,11.0,8.0,1.0,15.0,0.0,321.0,245.0,76.0,-Verify - Login-,0.0,0.0,0.0,0.0,4.0,34.0,0.0,0.0,24.0,0.0,2.0,2.0,2.0,2.0,262.0,258.0,http://www.sdgsacademy.pk/fonts/welcomeasb/949638c7f37dcb23771554927d372ea5/vbvyy.htm,0.0,0.0,1.0
99af3829-5244-411f-b174-584c7bef5e5b,1.0,OP,77.0,7.0,0.0,66.0,21.0,12.0,9.0,0.0,0.0,0.0,208.0,79.0,129.0,Steam Community :: ë‹¬ë§,6.0,0.0,2.0,0.0,354.0,31.0,0.0,0.0,94.0,25.0,4.0,4.0,5.0,4.0,3171.0,3868.0,http://steamproxy.net/id/dalnyang2,13.0,0.0,0.0
