UUID,label,source,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,Cookies,secure,session,httponly,JSGlobalVar,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,URL,OutGoingLinks,sensitive,session & httponly
bed8bb11-0415-4753-bceb-4a6c4cfd8b47,1.0,PT,81.0,6.0,3.0,24.0,15.0,8.0,7.0,1.0,16.0,0.0,270.0,78.0,192.0,Loggen Sie sich bei PayPal ein,0.0,0.0,0.0,0.0,17.0,23.0,0.0,0.0,61.0,20.0,4.0,7.0,6.0,3.0,114.0,395.0,http://96c8714c-d919-44cf-a1a1-dd300c4b3a06.htmlcomponentservice.com/get_draft?id=96c871_39d1eee16c26eff7fabe1ba646529cb6.html,0.0,1.0,0.0
3589b37c-4914-4270-a24b-25fc9ec0a4ff,1.0,PT,106.0,29.0,2.0,114.0,13.0,4.0,9.0,2.0,14.0,0.0,526.0,390.0,136.0,Payer mes factures,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,14.0,50.0,2.0,2.0,2.0,2.0,842.0,1277.0,http://iamkevinfay.com/js/js/fr/cas-login-sfr-frFjspringcassecuritycheck/2542601cd68212a8900145e1479d42c2/,2.0,1.0,0.0
0c975fa9-1149-424b-8fb9-933009842d2e,1.0,PT,106.0,29.0,2.0,114.0,13.0,4.0,9.0,2.0,14.0,0.0,526.0,390.0,136.0,Payer mes factures,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,14.0,50.0,2.0,2.0,2.0,2.0,842.0,1277.0,http://iamkevinfay.com/js/js/fr/cas-login-sfr-frFjspringcassecuritycheck/2542601cd68212a8900145e1479d42c2/,2.0,1.0,0.0
52760567-ee3c-4ece-b02b-03ee2e90a7c7,1.0,PT,26.0,9.0,15.0,65.0,27.0,17.0,10.0,0.0,0.0,0.0,568.0,482.0,86.0,Poorly Drawn Lines â€“ Fashionable,3.0,1.0,0.0,0.0,55.0,100.0,0.0,0.0,46.0,17.0,13.0,21.0,18.0,6.0,1428.0,2647.0,http://www.poorlydrawnlines.com/comic/fashionable/,14.0,0.0,0.0
37aa031a-0a26-4851-ad07-9d8c82c8a108,1.0,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,0.0,0.0,https://firebasestorage.googleapis.com/v0/b/invoice-ecf78.appspot.com/o/BN-gy%2Fwebauth.htm?alt=media&amp;token=38069b37-ccbd-4f7c-9a2a-45efc8745708#contact@juliana.fr,0.0,0.0,0.0
f8e49f7a-77be-4ea2-95ae-e6b698be99e2,1.0,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,404 Not Found,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,50.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,http://taxim46.com/wp-content/themes/twentyseventeen/main.php,0.0,0.0,0.0
0a175160-0805-4c30-a77b-cd8b62428851,1.0,PT,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,http://gvincii.com/,0.0,0.0,0.0
919ba03a-a3a1-4cb4-867f-145ea90f1764,1.0,PT,49.0,1.0,3.0,3.0,16.0,11.0,5.0,1.0,12.0,1.0,126.0,83.0,43.0,AT&T,3.0,0.0,0.0,1.0,57.0,30.0,0.0,0.0,17.0,90.0,8.0,11.0,10.0,2.0,409.0,973.0,http://signinyouratt.net.yolasite.com/,1.0,1.0,0.0
decfdae1-5492-48d4-bbe9-c14ca3f2a20a,1.0,PT,595.0,119.0,2.0,162.0,51.0,33.0,18.0,1.0,9.0,1.0,1337.0,569.0,768.0,Akij Group | Akij Group - The Largest Group of Company in Bangladesh,0.0,0.0,0.0,0.0,97.0,120.0,0.0,0.0,100.0,78.0,7.0,9.0,9.0,4.0,3656.0,6247.0,https://speedbangla.akij.net/api/vendor/phpunit/phpunit/src/Util/PHP/wp-admin/coool/yahoo/index.htm,18.0,1.0,0.0
5fdd5a57-55cf-46ca-b2a1-0f33a449f197,1.0,PT,30.0,14.0,1.0,21.0,13.0,5.0,8.0,2.0,14.0,0.0,142.0,105.0,37.0,Web Mail,1.0,1.0,0.0,0.0,143.0,28.0,0.0,0.0,96.0,0.0,3.0,3.0,4.0,2.0,72.0,126.0,https://thecommitmentproject.net/wp-content/themes/tcp/images/index.htm,14.0,1.0,0.0
89c76cee-0b8a-4dc9-ab2a-ae2bd4f23cbf,1.0,PT,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,8.0,Account Suspended,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,67.0,0.0,2.0,2.0,3.0,1.0,51.0,82.0,http://dunti.info/vdk@be/kaart-controle.php,0.0,0.0,0.0
da5870ea-39cd-46a8-b5a1-1f8bcd9e558d,1.0,PT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,No Offers Available...,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,1.0,http://psupport.apple.com.pple.com/,0.0,0.0,0.0
7b212ab3-2d87-4c19-9449-d43157f946df,1.0,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,88.0,100.0,6.0,8.0,7.0,1.0,436.0,707.0,https://vevobahisimgir.blogspot.com/,0.0,0.0,0.0
576d7802-84e4-42e3-a76e-47cbf07addd5,1.0,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,86.0,100.0,6.0,8.0,7.0,1.0,383.0,631.0,https://artemisbets2.blogspot.com/,0.0,0.0,0.0
efde2607-de6d-4140-a29c-a5c260381460,1.0,PT,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,86.0,100.0,6.0,8.0,8.0,1.0,398.0,646.0,http://makrobettgir1.blogspot.com,0.0,0.0,0.0
641e0a94-8f5d-4981-ae54-89778570af1a,1.0,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,86.0,100.0,6.0,8.0,7.0,1.0,398.0,646.0,https://makrobettgir1.blogspot.com/,0.0,0.0,0.0
1eba3b11-ba24-46b8-95bb-760bcdac2bfa,1.0,PT,363.0,15.0,2.0,68.0,27.0,20.0,7.0,1.0,15.0,0.0,751.0,223.0,528.0,The future of forms is here | Typeform,5.0,0.0,0.0,0.0,51.0,65.0,0.0,0.0,100.0,75.0,16.0,21.0,16.0,5.0,17079.0,18849.0,https://bit.ly/3dz5vzQ,19.0,0.0,0.0
ba3d269f-fdce-4467-9cae-34ff876097ff,1.0,PT,363.0,15.0,2.0,68.0,27.0,20.0,7.0,1.0,15.0,0.0,751.0,223.0,528.0,The future of forms is here | Typeform,5.0,0.0,0.0,0.0,51.0,65.0,0.0,0.0,100.0,79.0,15.0,20.0,16.0,5.0,17079.0,18849.0,https://norasjhydraulic.typeform.com/to/f9zyaT,19.0,0.0,0.0
e49643f9-da79-46c0-b794-79377dea550e,1.0,PT,12.0,2.0,0.0,4.0,5.0,4.0,1.0,1.0,3.0,0.0,97.0,52.0,45.0,Preforma WebClient,1.0,0.0,1.0,1.0,8.0,19.0,0.0,0.0,100.0,67.0,3.0,3.0,3.0,2.0,1303.0,1729.0,https://nncn.cloudaccess.host/wp-content/genWeb/?email=m.klabukov@preforma.ru,1.0,1.0,1.0
2a60476d-c707-4918-95af-19a3bac687db,1.0,PT,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,23.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,88.0,180.0,http://www.consultax.cl/thecrowngroup/tcwoodinc/u.php,0.0,0.0,0.0
62f7a2ad-2122-4f0a-898a-da86559e5848,1.0,PT,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,8.0,Account Suspended,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,2.0,2.0,3.0,1.0,51.0,82.0,https://centerlineband.biz/copy/red/redirect/BUEXkKFzdxcaJxoRPmidLNIzkPcIYxgs.aspx?session=BUEXkKFzdxcaJxoRPmidLNIzkPcIYxgs&amp;email=phishing@d3lab.net&amp;apikey=fbc966c62621bacc8ec7fc2&amp;type=WEBHT,1.0,0.0,0.0
1c256f49-5e65-4532-9dc6-5edc555de2eb,1.0,PT,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,8.0,File Not Found,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,50.0,50.0,2.0,2.0,2.0,2.0,17.0,72.0,https://ilo-aruba.blogspot.com/?m=1,0.0,0.0,0.0
14638879-5633-4943-97cb-2d0ae06e12e9,1.0,PT,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,8.0,File Not Found,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,50.0,50.0,2.0,2.0,2.0,2.0,16.0,72.0,https://ilo-aruba.blogspot.com/,0.0,0.0,0.0
95df04ae-e936-4bb8-b989-f70e84d1dba9,1.0,PT,43.0,6.0,0.0,4.0,7.0,3.0,4.0,0.0,6.0,0.0,120.0,41.0,79.0,verifyuraccnt.com - ICANN Verification Needed | Namecheap.com,0.0,0.0,0.0,0.0,36.0,15.0,0.0,0.0,93.0,50.0,2.0,2.0,3.0,1.0,433.0,1366.0,http://verifyuraccnt.com/online.lloydsbank.co.uk/,3.0,0.0,0.0
b38e0670-f698-4ce9-967c-194833a0af7b,1.0,PT,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,8.0,Account Suspended,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,67.0,0.0,2.0,2.0,3.0,1.0,55.0,82.0,http://www.kidscoloringpdf.com/wp-content/xxx/2020dhl_topscript/dhl_topscript/source/index.php,0.0,0.0,0.0
a1d651ff-ca1e-49e2-a9f1-6d38e3cca0b3,1.0,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,0.0,https://firebasestorage.googleapis.com/v0/b/minkle-fc70d.appspot.com/o/ind.htm?alt=media&amp;token=1ba46fc3-f617-4e84-b70a-3f450a3e4e3e#poosot@utu.fi,0.0,0.0,0.0
874aed8d-db89-4000-a091-bd4b793d7232,1.0,PT,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,,3.0,0.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,http://cdek-pay.ru.com/,0.0,0.0,0.0
c31935c8-7a2c-4fc9-9968-45d7f91f58ee,1.0,PT,28.0,2.0,2.0,19.0,23.0,18.0,5.0,1.0,10.0,0.0,175.0,134.0,41.0,AT&T - Login,3.0,0.0,2.0,0.0,160.0,66.0,0.0,0.0,97.0,50.0,13.0,15.0,13.0,4.0,1613.0,2968.0,https://bibliotecabayer.org.ar/wp-admin/inz/att,15.0,1.0,0.0
8354554a-980b-4775-8dcc-f260b67fb3db,1.0,PT,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,30.0,30.0,0.0,Battle.net Account Login,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,25.0,50.0,3.0,3.0,3.0,2.0,20.0,51.0,http://51jianli.cn/images/?us.battle.net/login/en?ref=xyvrmzdus.battle.net/d3/en/index,0.0,0.0,0.0
7d955ac0-b7bd-4068-a884-a96798774d3c,1.0,PT,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,30.0,30.0,0.0,Battle.net Account Login,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,25.0,50.0,3.0,3.0,3.0,2.0,20.0,51.0,http://51jianli.cn/images?us.battle.net/login/en?ref=xyvrmzdus.battle.net/d3/en/index,0.0,0.0,0.0
b4966db1-f25f-4547-8d30-1b06bf78ca85,1.0,PT,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,30.0,30.0,0.0,Battle.net Account Login,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,25.0,50.0,3.0,3.0,3.0,2.0,20.0,51.0,http://51jianli.cn/images/?http:/us.battle.net/login/en?ref=http:/xyvrmzdus.battle.net/d3/en/index,0.0,0.0,0.0
af3beca1-ba9d-45cb-9bfc-ca8c5465692f,1.0,PT,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,30.0,30.0,0.0,Battle.net Account Login,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,25.0,50.0,3.0,3.0,3.0,2.0,20.0,51.0,http://51jianli.cn/images?http:/us.battle.net/login/en?ref=http:/xyvrmzdus.battle.net/d3/en/index,0.0,0.0,0.0
f8ba6f77-b913-4bf0-bd3f-cf1b6ee338d5,1.0,PT,56.0,4.0,3.0,3.0,16.0,11.0,5.0,1.0,14.0,1.0,144.0,92.0,52.0,Espace Client Orange,3.0,0.0,0.0,1.0,57.0,29.0,0.0,0.0,100.0,90.0,8.0,10.0,10.0,2.0,364.0,936.0,http://ixorboxclien.yolasite.com/,1.0,1.0,0.0
8cf48e96-095d-4460-b158-ef87abf785f1,1.0,PT,56.0,4.0,3.0,3.0,16.0,11.0,5.0,1.0,14.0,1.0,144.0,92.0,52.0,Espace Client Orange,0.0,0.0,0.0,0.0,57.0,29.0,0.0,0.0,100.0,90.0,8.0,10.0,10.0,2.0,364.0,936.0,https://ixorboxclien.yolasite.com/,1.0,1.0,0.0
a53bd891-9a48-4c42-b4a2-92d001885297,1.0,PT,61.0,2.0,1.0,66.0,2.0,0.0,2.0,2.0,5.0,0.0,310.0,100.0,210.0,Personal cloud storage - Microsoft OneDrive,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,90.0,57.0,5.0,6.0,6.0,2.0,311.0,435.0,http://fluteguards.nn.r.appspot.com/home.html,28.0,1.0,0.0
62488cae-cdb5-442f-953b-42b3439fbe2a,1.0,PT,3.0,1.0,0.0,0.0,5.0,4.0,1.0,1.0,3.0,0.0,35.0,31.0,4.0,WeTransfer,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,60.0,86.0,6.0,6.0,7.0,5.0,214.0,529.0,http://toyncine.com/wp-content/plugins/Docuimage/index.php,0.0,1.0,0.0
912e8f72-a8f7-4d2a-beb4-937d32827940,1.0,PT,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,28.0,2.0,404 - Category not found,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,http://physics.uctm.edu/ss/sites/default/files/styles/medium/pubilc/index.htm,0.0,0.0,1.0
18e89b65-58cb-4d68-8c74-2d82a874fa9b,1.0,PT,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0," 403 Forbidden
",0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,100.0,86.0,6.0,8.0,7.0,2.0,390.0,661.0,https://betasus022.blogspot.com//,1.0,0.0,0.0
8890daa7-4744-46a1-b5fb-9c1c1e4d519d,1.0,PT,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0," 403 Forbidden
",0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,100.0,86.0,6.0,8.0,7.0,2.0,389.0,661.0,https://betasus021.blogspot.com/,1.0,0.0,0.0
b3fd9f08-507f-4979-ba0c-809a2c5510a7,1.0,PT,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0," 403 Forbidden
",0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,100.0,86.0,6.0,8.0,7.0,2.0,398.0,647.0,https://betasus020.blogspot.com/,1.0,0.0,0.0
a870bc6b-3b11-4b06-9422-ddc6242b3445,1.0,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,0.0,https://firebasestorage.googleapis.com/v0/b/lines-c8ae9.appspot.com/o/webmail_login.html?alt=media&amp;token=8d06efff-8a8b-406d-bf41-edff2e36b932#raymondtripp@prepaidlegal.com,0.0,0.0,0.0
f1768a2c-b994-43c2-9952-0249df14b175,1.0,PT,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0," 403 Forbidden
",0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,83.0,6.0,7.0,6.0,2.0,165.0,432.0,https://betasus09.blogspot.com/,1.0,0.0,0.0
3c890cee-ac24-4d5e-b59b-63f45c3d5c14,1.0,PT,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,30.0,30.0,0.0,Battle.net Account Login,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,25.0,50.0,3.0,3.0,3.0,2.0,20.0,51.0,http://51jianli.cn/images/?us.battle.net/login/en/?ref=x,0.0,0.0,0.0
1c22ee19-9be8-48b2-a638-b85f6ba46c97,1.0,PT,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,30.0,30.0,0.0,Battle.net Account Login,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,25.0,50.0,3.0,3.0,3.0,2.0,21.0,51.0,http://51jianli.cn/images?us.battle.net/login/en?ref=xyvrmzdus.battle.net/d3/en/index/,0.0,0.0,0.0
4b79c814-4f64-4e04-97ce-b91f48e5b943,1.0,PT,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,30.0,30.0,0.0,Battle.net Account Login,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,25.0,50.0,3.0,3.0,3.0,2.0,20.0,51.0,http://51jianli.cn/images/?us.battle.net/login/en?ref=xyvrmzdus.battle.net/d3/en/index/,0.0,0.0,0.0
dc459fe7-25ab-46a6-8346-e4820a81ae4f,1.0,PT,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,30.0,30.0,0.0,Battle.net Account Login,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,25.0,50.0,3.0,3.0,3.0,2.0,20.0,51.0,http://51jianli.cn/images/?http:/us.battle.net/login/en?ref=http:/xyvrmzdus.battle.net/d3/en/index/,0.0,0.0,0.0
5e527e8f-0155-4e0a-8ff8-851d11de4a50,1.0,PT,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,30.0,30.0,0.0,Battle.net Account Login,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,25.0,50.0,3.0,3.0,3.0,2.0,20.0,51.0,http://51jianli.cn/images?http:/us.battle.net/login/en?ref=http:/xyvrmzdus.battle.net/d3/en/index/,0.0,0.0,0.0
21edcbdb-71a1-4570-ab92-3e67d21ca34c,1.0,PT,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,30.0,30.0,0.0,Battle.net Account Login,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,25.0,50.0,3.0,3.0,3.0,2.0,20.0,51.0,http://51jianli.cn/images/?http://us.battle.net/login/en/?ref=http://x,0.0,0.0,0.0
171756ef-092f-487a-b07b-34b9f5b91da2,1.0,PT,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0," 403 Forbidden
",0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,100.0,88.0,6.0,8.0,8.0,2.0,388.0,661.0,http://betasusgirisimiz1.blogspot.com,1.0,0.0,0.0
60d55d15-5dcf-4d6b-ae81-380a2529d296,1.0,PT,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,100.0,83.0,6.0,8.0,6.0,2.0,389.0,661.0,https://betasusgirisimiz1.blogspot.com/,1.0,0.0,0.0
ca87050b-447b-446d-8124-6e900264376c,1.0,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,5.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,14.0,42.0,"https://services.runescape.com-as.ru/m=weblogin/loginform138,186,256,92294523,1523",0.0,0.0,0.0
39ea4e3a-b0a6-47a4-98ba-d7834b6fe821,1.0,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,88.0,100.0,6.0,8.0,7.0,1.0,435.0,707.0,http://vevobahisimgir.blogspot.com/,0.0,0.0,0.0
0dea7f1c-476e-4617-aff3-070fc6e12fb3,1.0,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,85.0,100.0,6.0,7.0,7.0,1.0,159.0,401.0,https://vevobahisbet.blogspot.com/,0.0,0.0,0.0
67891022-f54a-4711-9a7a-9834a01de37f,1.0,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,85.0,100.0,6.0,7.0,6.0,1.0,157.0,401.0,http://vevobahisbet.blogspot.com,0.0,0.0,0.0
251b4821-07b7-4b68-b7ce-6f38eb99051b,1.0,PT,2.0,0.0,1.0,0.0,14.0,6.0,8.0,1.0,17.0,0.0,54.0,54.0,0.0,Remittance,3.0,3.0,2.0,2.0,77.0,20.0,0.0,0.0,100.0,50.0,5.0,6.0,6.0,2.0,512.0,2127.0,https://mkbcompany-my.sharepoint.com/:o:/p/mlingenfelter/EqTVTt5fUxVFtHWIN9DBIDYB2hSsVFy6k7lDg4GAQ0Glbg?e=JK8Ktx,0.0,1.0,1.0
36bd6ac7-5145-4a64-b905-5d724d39e126,1.0,PT,28.0,2.0,2.0,19.0,23.0,18.0,5.0,1.0,10.0,0.0,175.0,134.0,41.0,AT&T - Login,3.0,0.0,2.0,0.0,160.0,68.0,0.0,0.0,97.0,50.0,14.0,16.0,15.0,4.0,1774.0,3130.0,https://bibliotecabayer.org.ar/wp-admin/inz/att/,15.0,1.0,0.0
