UUID,label,source,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,Cookies,secure,session,httponly,JSGlobalVar,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,URL,OutGoingLinks,sensitive
28c775ef-fd2d-45df-b44a-4a80b139de22,0.0,CC,115.0,20.0,0.0,96.0,13.0,11.0,2.0,1.0,2.0,0.0,440.0,186.0,254.0,IDENTIDAD Y CERTEZA BRINDA EL REGISTRO CIVIL DE COAHUILA,0.0,0.0,0.0,0.0,7.0,46.0,0.0,0.0,13.0,67.0,3.0,3.0,3.0,2.0,2009.0,2011.0,http://187.189.19.101:8080/websegob/index.php/2020/04/18/identidad-y-certeza-brinda-el-registro-civil-de-coahuila-2/,9.0,0.0
5a360a3e-3668-464e-ac96-1fb9a7dd5e38,0.0,CC,115.0,20.0,0.0,97.0,13.0,11.0,2.0,1.0,2.0,0.0,437.0,183.0,254.0,AMPLÃA RELACIONES EXTERIORES SUSPENSIÃ“N DE EMISIÃ“N DE PASAPORTES EN COAHUILA,0.0,0.0,0.0,0.0,7.0,46.0,0.0,0.0,13.0,67.0,3.0,3.0,3.0,2.0,1827.0,1829.0,http://187.189.19.101:8080/websegob/index.php/2020/04/20/amplia-relaciones-exteriores-suspension-de-emision-de-pasaportes-en-coahuila/,9.0,0.0
871cfa96-7732-4a1f-a798-4124ceed7b71,0.0,CC,115.0,20.0,0.0,104.0,13.0,11.0,2.0,1.0,2.0,0.0,447.0,193.0,254.0,BRINDA REGISTRO CIVIL COAHUILA SERVICIOS Y TRÃMITES POR INTERNET DURANTE LA CUARENTENA POR CORONAVIRUS,0.0,0.0,0.0,0.0,7.0,46.0,0.0,0.0,13.0,67.0,3.0,3.0,3.0,2.0,1610.0,1612.0,http://187.189.19.101:8080/websegob/index.php/2020/04/21/brinda-registro-civil-coahuila-servicios-y-tramites-por-internet-durante-la-cuarentena-por-coronavirus/,11.0,0.0
81459b0a-c464-48d1-a513-ddef5ac03388,0.0,CC,115.0,20.0,0.0,96.0,13.0,11.0,2.0,1.0,2.0,0.0,435.0,181.0,254.0,TRABAJA CENTRO ESTATAL DE EVALUACIÃ“N Y CONTROL DE CONFIANZA (C3) DE ACUERDO AL PLAN DE CONTIGENCIA COVID-19,0.0,0.0,0.0,0.0,7.0,46.0,0.0,0.0,13.0,67.0,3.0,3.0,3.0,2.0,1803.0,1805.0,http://187.189.19.101:8080/websegob/index.php/2020/04/22/trabaja-centro-estatal-de-evaluacion-y-control-de-confianza-c3-de-acuerdo-al-plan-de-contigencia-covid-19/,9.0,0.0
e540167e-874c-45ad-970f-786a099d332f,0.0,CC,115.0,20.0,0.0,96.0,13.0,11.0,2.0,1.0,2.0,0.0,432.0,178.0,254.0,CONTINUA LA ATENCIÃ“N A MUJERES EN COAHUILA DURANTE LA CONTINGENCIA POR COVID-19,0.0,0.0,0.0,0.0,7.0,46.0,0.0,0.0,13.0,67.0,3.0,3.0,3.0,2.0,1589.0,1591.0,http://187.189.19.101:8080/websegob/index.php/2020/04/23/continua-la-atencion-a-mujeres-en-coahuila-durante-la-contingencia-por-covid-19/,9.0,0.0
40861492-fe1c-42eb-a5b4-00f93b48f36b,0.0,CC,115.0,20.0,0.0,96.0,13.0,11.0,2.0,1.0,2.0,0.0,484.0,230.0,254.0,TRABAJAN CENTROS DE JUSTICIA Y EMPODERAMIENTO PARA LAS MUJERES DURANTE LA CONTINGENCIA COVID19,0.0,0.0,0.0,0.0,7.0,46.0,0.0,0.0,13.0,67.0,3.0,3.0,3.0,2.0,1496.0,1498.0,http://187.189.19.101:8080/websegob/index.php/2020/04/24/trabajan-centros-de-justicia-y-empoderamiento-para-las-mujeres-durante-la-contingencia-covid19/,9.0,0.0
82595272-a2ac-4dea-b5ea-938f56001580,0.0,CC,115.0,20.0,0.0,96.0,13.0,11.0,2.0,1.0,2.0,0.0,436.0,182.0,254.0,ONU MUJERES Y COAHUILA TRABAJAN EN GARANTIZAR UNA VIDA LIBRE DE VIOLENCIA CONTRA LAS MUJERES,0.0,0.0,0.0,0.0,7.0,46.0,0.0,0.0,13.0,67.0,3.0,3.0,3.0,2.0,1757.0,1758.0,http://187.189.19.101:8080/websegob/index.php/2020/04/26/onu-mujeres-y-coahuila-trabajan-en-garantizar-una-vida-libre-de-violencia-contra-las-mujeres/,9.0,0.0
a6c6d3f3-fd24-4b35-934c-c4515a606424,0.0,CC,115.0,20.0,0.0,96.0,13.0,11.0,2.0,1.0,2.0,0.0,441.0,187.0,254.0,SE AVANZA EN COAHUILA EN MATERIA DE PREVENCIÃ“N SOCIAL DE LA VIOLENCIA Y LA DELINCUENCIA,0.0,0.0,0.0,0.0,7.0,46.0,0.0,0.0,13.0,67.0,3.0,3.0,3.0,2.0,1822.0,1823.0,http://187.189.19.101:8080/websegob/index.php/2020/04/27/se-avanza-en-coahuila-en-materia-de-prevencion-social-de-la-violencia-y-la-delincuencia/,9.0,0.0
e25b4814-2346-4143-a7e3-db1f8eebefc5,0.0,CC,126.0,26.0,0.0,125.0,13.0,11.0,2.0,1.0,2.0,0.0,557.0,189.0,368.0,NOTICIAS,0.0,0.0,0.0,0.0,7.0,52.0,0.0,0.0,12.0,67.0,3.0,3.0,3.0,2.0,5472.0,5472.0,http://187.189.19.101:8080/websegob/index.php/category/noticias/,9.0,0.0
38bd2641-ed29-488e-9e59-709a184596ad,0.0,CC,112.0,12.0,1.0,147.0,23.0,19.0,4.0,1.0,4.0,0.0,636.0,415.0,221.0,Sistema Penal Coahuila | Nueva Forma de Hacer Justicia,0.0,0.0,0.0,0.0,110.0,80.0,0.0,0.0,6.0,44.0,8.0,10.0,10.0,3.0,1681.0,1949.0,http://187.189.19.101:8080/WebSistemaPenal/,81.0,0.0
1df35610-a74f-4141-8bca-1e6815f5725a,0.0,CC,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,49.0,68.0,0.0,0.0,26.0,69.0,11.0,15.0,14.0,4.0,1161.0,1694.0,http://187.189.19.101:8080/WebSistemaPenal/archives/108,78.0,0.0
eee58679-a03d-4564-9f60-1cd84c2f3440,0.0,CC,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,49.0,68.0,0.0,0.0,25.0,67.0,10.0,14.0,13.0,4.0,1274.0,1807.0,http://187.189.19.101:8080/WebSistemaPenal/archives/136,78.0,0.0
838b22d5-e018-461e-9df7-9caee8fd5d07,0.0,CC,64.0,19.0,5.0,136.0,32.0,26.0,6.0,1.0,2.0,0.0,523.0,384.0,139.0,DOCUMENTA apoyando al Sistema de Justicia Penal para Adolescentes | Sistema Penal Coahuila,1.0,1.0,0.0,1.0,49.0,70.0,0.0,0.0,24.0,67.0,10.0,14.0,13.0,5.0,1595.0,2128.0,http://187.189.19.101:8080/WebSistemaPenal/archives/1555,78.0,0.0
40921cbd-0eb5-4ad0-8ada-f70f9692a2bd,0.0,CC,64.0,17.0,5.0,137.0,32.0,26.0,6.0,1.0,2.0,0.0,516.0,383.0,133.0,"CuÃ­date, no salgas de casa. Existen alternativas muy interesantes para aprovechar el tiempo. | Sistema Penal Coahuila",0.0,0.0,0.0,0.0,49.0,68.0,0.0,0.0,26.0,54.0,11.0,15.0,14.0,5.0,1244.0,1778.0,http://187.189.19.101:8080/WebSistemaPenal/archives/1561,79.0,0.0
922e0647-d199-48de-84a2-2508739db4e9,0.0,CC,64.0,16.0,5.0,135.0,32.0,26.0,6.0,1.0,2.0,0.0,515.0,382.0,133.0,"Ante riesgo de salud, realiza Coahuila su primer juicio virtual | Sistema Penal Coahuila",0.0,0.0,0.0,0.0,49.0,67.0,0.0,0.0,25.0,67.0,10.0,14.0,13.0,5.0,1199.0,1732.0,http://187.189.19.101:8080/WebSistemaPenal/archives/1573,78.0,0.0
6e6db5dc-0936-47c1-8991-407c69e0d9d6,0.0,CC,64.0,16.0,6.0,136.0,32.0,26.0,6.0,1.0,2.0,0.0,513.0,381.0,132.0,Memorama | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,49.0,68.0,0.0,0.0,26.0,62.0,11.0,15.0,14.0,5.0,1152.0,1687.0,http://187.189.19.101:8080/WebSistemaPenal/archives/167,78.0,0.0
f4e58c90-a06c-48d9-aa9f-fca85c989f9a,0.0,CC,78.0,16.0,1.0,139.0,22.0,18.0,4.0,1.0,2.0,0.0,521.0,365.0,156.0,CapacitaciÃ³n | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,53.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,986.0,1249.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/capacitacion,78.0,0.0
6c721b31-5aca-4a72-bdfd-150d6f9604e6,0.0,CC,53.0,16.0,1.0,132.0,22.0,18.0,4.0,1.0,2.0,0.0,467.0,360.0,107.0,Convocatorias | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,49.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,971.0,1235.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/capacitacion/convocatorias-capacitacion,78.0,0.0
53ef5f73-bb25-4ab8-9892-cf3e79ef07ac,0.0,CC,49.0,12.0,1.0,127.0,22.0,18.0,4.0,1.0,2.0,0.0,429.0,332.0,97.0,Cronograma | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,48.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,968.0,1233.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/capacitacion/cronograma,78.0,0.0
e94eae7a-0c66-4dea-88b5-c8b15fd2cdcb,0.0,CC,53.0,16.0,1.0,130.0,22.0,18.0,4.0,1.0,2.0,0.0,605.0,498.0,107.0,Cursos de CapacitaciÃ³n 2015 | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,48.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,973.0,1237.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/capacitacion/cursos-de-capacitacion-2015,78.0,0.0
9f42ebdb-08b3-4789-9660-d73c5f1903ec,0.0,CC,53.0,16.0,1.0,131.0,22.0,18.0,4.0,1.0,2.0,0.0,451.0,344.0,107.0,Lineamientos | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,48.0,0.0,0.0,6.0,50.0,7.0,8.0,7.0,3.0,969.0,1233.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/capacitacion/lineamientos,79.0,0.0
1cf2d4b1-125f-48d1-8435-e8a9e6dd91e4,0.0,CC,53.0,17.0,1.0,131.0,22.0,18.0,4.0,1.0,2.0,0.0,452.0,343.0,109.0,Nuestros Expertos | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,49.0,0.0,0.0,8.0,67.0,7.0,8.0,7.0,3.0,1250.0,1515.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/capacitacion/nuestros-expertos,79.0,0.0
6b733ba6-9150-4378-bd60-80d8a3966d76,0.0,CC,49.0,12.0,1.0,127.0,22.0,18.0,4.0,1.0,2.0,0.0,429.0,332.0,97.0,Programa | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,46.0,0.0,0.0,7.0,67.0,7.0,8.0,7.0,3.0,965.0,1230.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/capacitacion/programa,79.0,0.0
29ea9a1f-7e1d-4532-98d2-492e1c305dd7,0.0,CC,53.0,16.0,1.0,133.0,22.0,18.0,4.0,1.0,2.0,0.0,455.0,348.0,107.0,Resultados | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,49.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,969.0,1233.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/capacitacion/resultados,81.0,0.0
dcfdacab-d702-4f08-9850-8adc391fd87c,0.0,CC,11.0,5.0,1.0,47.0,13.0,11.0,2.0,1.0,2.0,0.0,170.0,110.0,60.0,Sitio Infantil | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,36.0,33.0,0.0,0.0,9.0,83.0,5.0,5.0,6.0,3.0,814.0,1059.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/infantil,4.0,0.0
f37d4bc0-3129-415e-8ff6-6965507abc83,0.0,CC,11.0,5.0,1.0,47.0,13.0,11.0,2.0,1.0,2.0,0.0,170.0,110.0,60.0,Infraestructura | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,36.0,32.0,0.0,0.0,13.0,80.0,5.0,5.0,5.0,3.0,813.0,1059.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/infraestructura,4.0,0.0
0a90bcdb-a100-42a5-873b-d442fa90cf1e,0.0,CC,53.0,16.0,1.0,130.0,22.0,18.0,4.0,1.0,2.0,0.0,451.0,344.0,107.0,Â¿A dÃ³nde queremos llegar? | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,48.0,0.0,0.0,6.0,71.0,7.0,8.0,8.0,3.0,969.0,1234.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/infraestructura/a-donde-queremos-llegar,78.0,0.0
e49a32be-fd4d-44b3-9b69-a38875622fad,0.0,CC,53.0,17.0,1.0,131.0,22.0,18.0,4.0,1.0,2.0,0.0,457.0,348.0,109.0,Centro de Justicia para la Mujer | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,50.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,1123.0,1387.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/infraestructura/centro-de-justicia-para-la-mujer,79.0,0.0
ad4637a3-53a0-4122-ab3d-cb88089cbb44,0.0,CC,53.0,17.0,1.0,131.0,22.0,18.0,4.0,1.0,2.0,0.0,455.0,346.0,109.0,Infraestructura actual | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,49.0,0.0,0.0,6.0,71.0,7.0,8.0,8.0,3.0,1029.0,1293.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/infraestructura/infraestructura-actual,79.0,0.0
3c5ac0e2-4a24-4a37-83df-1debc0f4cd08,0.0,CC,53.0,17.0,1.0,132.0,22.0,18.0,4.0,1.0,2.0,0.0,454.0,345.0,109.0,Infraestructura realizada | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,50.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,1044.0,1308.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/infraestructura/infraestructura-realizada,79.0,0.0
e2775103-3154-4735-b9a7-b034789ebbff,0.0,CC,53.0,17.0,1.0,131.0,22.0,18.0,4.0,1.0,2.0,0.0,462.0,353.0,109.0,Infraestructura RegiÃ³n CarbonÃ­fera | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,49.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,1051.0,1315.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/infraestructura/infraestructura-region-carbonifera,79.0,0.0
3a838c2d-4cbf-447e-b232-45a145f41fa4,0.0,CC,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,43.0,51.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,1140.0,1404.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/infraestructura/infraestructura-region-centro,80.0,0.0
44ccae69-488d-44e0-87e8-31310c358cbb,0.0,CC,53.0,17.0,1.0,131.0,22.0,18.0,4.0,1.0,2.0,0.0,464.0,355.0,109.0,Infraestructura RegiÃ³n Laguna | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,50.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,1051.0,1315.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/infraestructura/infraestructura-region-laguna,79.0,0.0
359cc7d3-c90b-491d-bfb1-e50a716254ea,0.0,CC,11.0,5.0,1.0,47.0,13.0,11.0,2.0,1.0,2.0,0.0,170.0,110.0,60.0,Infraestructura RegiÃ³n Norte | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,36.0,32.0,0.0,0.0,9.0,60.0,5.0,5.0,5.0,2.0,814.0,1060.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/infraestructura/infraestructura-region-norte,4.0,0.0
15c6de18-371b-422c-b115-b77519b33474,0.0,CC,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,43.0,52.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,1277.0,1540.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/infraestructura/infraestructura-region-sureste,81.0,0.0
490f9077-e7fb-4b0e-ab52-31a70973b673,0.0,CC,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,43.0,47.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,975.0,1240.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/marco-normativo,79.0,0.0
56a0de5a-d23d-4cb7-8e0d-b72a012618ea,0.0,CC,62.0,16.0,1.0,132.0,22.0,18.0,4.0,1.0,2.0,0.0,460.0,353.0,107.0,Iniciativas de ley | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,49.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,970.0,1234.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/marco-normativo/iniciativas-de-ley,78.0,0.0
47c4d3b2-3ed8-4ddb-a7ce-5bf192a80849,0.0,CC,53.0,16.0,1.0,169.0,22.0,18.0,4.0,1.0,2.0,0.0,526.0,419.0,107.0,Leyes | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,48.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,977.0,1242.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/marco-normativo/leyes,79.0,0.0
2d27ef2c-c8ea-4e4e-9cf7-cb78286b1e4d,0.0,CC,11.0,5.0,1.0,47.0,13.0,11.0,2.0,1.0,2.0,0.0,170.0,110.0,60.0,Seguimiento | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,36.0,32.0,0.0,0.0,9.0,80.0,5.0,5.0,5.0,3.0,814.0,1059.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/noticias,4.0,0.0
be88416d-db85-44ed-bca6-a083b956e74d,0.0,CC,61.0,21.0,1.0,140.0,22.0,18.0,4.0,1.0,2.0,0.0,495.0,366.0,129.0,Proyectos | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,54.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,2244.0,2506.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/proyectos,79.0,0.0
4b67bac8-d272-4059-8918-000189c1d455,0.0,CC,49.0,13.0,1.0,128.0,22.0,18.0,4.0,1.0,2.0,0.0,433.0,334.0,99.0,Proyectos aprobados 2011 | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,48.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,1061.0,1326.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/proyectos/proyectos-aprobados-2011,78.0,0.0
66f4f94b-1479-4b22-a7fb-a3f5f260b9b9,0.0,CC,53.0,17.0,1.0,132.0,22.0,18.0,4.0,1.0,2.0,0.0,455.0,346.0,109.0,Proyectos aprobados 2012 | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,49.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,1115.0,1379.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/proyectos/proyectos-aprobados-2012,79.0,0.0
2a6600bc-ad30-4da0-a770-88d3f087b174,0.0,CC,53.0,17.0,1.0,132.0,22.0,18.0,4.0,1.0,2.0,0.0,455.0,346.0,109.0,Proyectos aprobados 2013 | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,49.0,0.0,0.0,8.0,67.0,7.0,8.0,7.0,3.0,1135.0,1400.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/proyectos/proyectos-aprobados-2013,78.0,0.0
36127808-1748-46ad-b5b3-84440e771950,0.0,CC,53.0,17.0,1.0,132.0,22.0,18.0,4.0,1.0,2.0,0.0,455.0,346.0,109.0,Proyectos aprobados 2014 | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,49.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,1491.0,1755.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/proyectos/proyectos-aprobados-2014,78.0,0.0
a57ae268-32d0-4bf9-beab-04f0fa4ffbf9,0.0,CC,53.0,17.0,1.0,132.0,22.0,18.0,4.0,1.0,2.0,0.0,455.0,346.0,109.0,Proyectos aprobados 2015 | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,49.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,1309.0,1573.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/proyectos/proyectos-aprobados-2015,78.0,0.0
c7f0c091-93ae-4ca8-b4cf-d92040c3394b,0.0,CC,63.0,16.0,1.0,130.0,22.0,18.0,4.0,1.0,2.0,0.0,649.0,527.0,122.0,Â¿QuiÃ©nes somos? | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,49.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,983.0,1247.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/quienes-somos,78.0,0.0
2de3f904-1c60-4580-b273-61cdbab09282,0.0,CC,53.0,16.0,1.0,130.0,22.0,18.0,4.0,1.0,2.0,0.0,512.0,405.0,107.0,Consejo de CoordinaciÃ³n | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,48.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,971.0,1235.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/quienes-somos/consejo-de-coordinacion,78.0,0.0
3cf8b792-c338-4b04-abe0-a26f29f932d9,0.0,CC,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,43.0,49.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,970.0,1234.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/quienes-somos/enlaces,78.0,0.0
71c219d3-4f8e-4595-b936-ae19c7f09f9a,0.0,CC,49.0,12.0,1.0,126.0,22.0,18.0,4.0,1.0,2.0,0.0,456.0,359.0,97.0,Estructura de la CINSJP | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,46.0,0.0,0.0,7.0,67.0,7.0,8.0,7.0,3.0,966.0,1231.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/quienes-somos/estructura-de-la-cinsjp,78.0,0.0
569737e6-dd60-482d-8f81-b1145eae5e8e,0.0,CC,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,43.0,49.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,969.0,1234.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/quienes-somos/mision-y-vision,78.0,0.0
879028f2-a192-4eb6-85c2-13631b9559f2,0.0,CC,53.0,16.0,1.0,130.0,22.0,18.0,4.0,1.0,2.0,0.0,450.0,343.0,107.0,Objetivo | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,48.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,969.0,1233.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/quienes-somos/objetivo,78.0,0.0
019f74f8-ad5a-4b29-b3c0-85f2c2d0ddbd,0.0,CC,53.0,16.0,1.0,130.0,22.0,18.0,4.0,1.0,2.0,0.0,495.0,388.0,107.0,Â¿QuiÃ©nes somos? | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,49.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,974.0,1239.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/quienes-somos/quiene-somos,78.0,0.0
9a43d50b-73bc-459b-ae3e-e1989d33118d,0.0,CC,63.0,16.0,1.0,130.0,22.0,18.0,4.0,1.0,2.0,0.0,752.0,630.0,122.0,ReorganizciÃ³n Institucional | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,48.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,987.0,1252.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/reorganizacion-institucional,78.0,0.0
1e4889dd-e514-4277-8dd8-c47cc6d87cb3,0.0,CC,49.0,12.0,1.0,126.0,22.0,18.0,4.0,1.0,2.0,0.0,470.0,373.0,97.0,Cierre de Proyecto | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,49.0,0.0,0.0,8.0,71.0,7.0,8.0,8.0,3.0,970.0,1235.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/reorganizacion-institucional/cierre-de-proyecto,78.0,0.0
1db1aaa8-ef16-4378-b210-101d564d27de,0.0,CC,49.0,12.0,1.0,126.0,22.0,18.0,4.0,1.0,2.0,0.0,474.0,377.0,97.0,DiagnÃ³stico organizacional y anÃ¡lisis de brechas | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,46.0,0.0,0.0,7.0,67.0,7.0,8.0,7.0,3.0,968.0,1233.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/reorganizacion-institucional/diagnostico-organizacional-y-analisis-de-brechas,78.0,0.0
f0222c4b-0205-45ed-aab0-4ca418c8856a,0.0,CC,53.0,16.0,1.0,130.0,22.0,18.0,4.0,1.0,2.0,0.0,497.0,390.0,107.0,Modelo de Competencias | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,48.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,971.0,1235.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/reorganizacion-institucional/modelo-de-competencias,78.0,0.0
604438a6-6f94-4688-be94-b90428090a8f,0.0,CC,53.0,16.0,1.0,130.0,22.0,18.0,4.0,1.0,2.0,0.0,499.0,392.0,107.0,Modelo de GestiÃ³n de los Operadores del Sistema de Justicia penal de Coahuila | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,49.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,972.0,1237.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/reorganizacion-institucional/modelo-de-gestion-de-los-operadores-del-sistema-de-justicia-penal-de-coahuila,78.0,0.0
d28d4e76-bbd3-4fa7-9a25-f91b8e6e4baa,0.0,CC,53.0,16.0,1.0,130.0,22.0,18.0,4.0,1.0,2.0,0.0,507.0,400.0,107.0,Plan EstratÃ©gico de ImplantaciÃ³n Gradual del Modelo de GestiÃ³n de los Operadores del Sistema de Justicia | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,48.0,0.0,0.0,8.0,67.0,7.0,8.0,7.0,3.0,972.0,1237.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/reorganizacion-institucional/plan-estrategico-de-implantacion-gradual-del-modelo-de-gestion-de-los-operadores-del-sistema-de-justicia,78.0,0.0
55f7ed93-8035-4029-8443-27d8bae76dae,0.0,CC,53.0,16.0,1.0,130.0,22.0,18.0,4.0,1.0,2.0,0.0,486.0,379.0,107.0,Programa de ReorganizaciÃ³n Institucional | Sistema Penal Coahuila,0.0,0.0,0.0,0.0,43.0,49.0,0.0,0.0,6.0,67.0,7.0,8.0,7.0,3.0,971.0,1235.0,http://187.189.19.101:8080/WebSistemaPenal/archives/category/reorganizacion-institucional/programa-de-reorganizacion-institucional,78.0,0.0
