UUID,label,source,folder,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,Cookies,URL,OutGoingLinks,JSGlobalVar,secure,session,httponly,session & httponly,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,sensitive
9cccc65d-e46a-4777-bf0e-c560a86618e2,1.0,PT,20200827,11.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,716.0,1253.0,0.0,https://netflix.realscott.fr/,0.0,2.0,0.0,0.0,0.0,0.0,42.0,11.0,0.0,19.0,3.0,2.0,1.0,0.0,2.0,0.0,100.0,20.0,80.0,Netflix,0.0
3405e8ae-33e7-4c72-8487-9ebdf5438e9a,1.0,PT,20200827,5.0,0.0,0.0,100.0,50.0,2.0,2.0,3.0,2.0,161.0,250.0,0.0,https://zgodhtmwaqvwksvvhowzisrxahizmuarfsyk-dot-gl494903049.wl.r.appspot.com/,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,11.0,10.0,1.0,Outlook Web App,0.0
ccc99eb2-251d-4408-9d49-42d2f62264b0,1.0,PT,20200827,55.0,0.0,0.0,69.0,25.0,5.0,5.0,5.0,3.0,3010.0,10465.0,1.0,http://mybiryaniexpress.com/vendor/phpunit/phpunit/src/Util/PHP/outlook/,0.0,1.0,0.0,1.0,0.0,0.0,38.0,3.0,1.0,5.0,0.0,0.0,0.0,2.0,22.0,0.0,87.0,57.0,30.0,Sign in to your account,1.0
b18c683a-a348-4ae2-a800-d89c36bdc1ee,1.0,PT,20200827,8.0,0.0,0.0,88.0,60.0,5.0,5.0,6.0,4.0,70.0,258.0,8.0,"http://y80yyxccn.df.r.appspot.com/,",4.0,6.0,8.0,4.0,6.0,4.0,38.0,3.0,1.0,6.0,3.0,1.0,2.0,2.0,22.0,0.0,95.0,62.0,33.0,Sign in to your account,1.0
1f6b44b0-7d67-4323-8e9d-b99061e8ea6e,1.0,PT,20200827,23.0,0.0,0.0,100.0,0.0,2.0,2.0,2.0,1.0,239.0,637.0,0.0,https://www.aegeantourtravel.com/cruises/,0.0,45.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,10.0,9.0,1.0,1.0,0.0,0.0,98.0,47.0,51.0,| Welcome |,0.0
ee9cc501-372a-4fd7-b25c-9474a8c4b7ff,1.0,PT,20200827,23.0,0.0,0.0,100.0,0.0,2.0,2.0,2.0,1.0,239.0,637.0,2.0,http://www.aegeantourtravel.com/cruises,0.0,45.0,0.0,1.0,0.0,0.0,16.0,4.0,0.0,0.0,10.0,9.0,1.0,1.0,0.0,0.0,98.0,47.0,51.0,| Welcome |,0.0
97c2c11b-1bc4-4e9a-a00f-021a7eb6b5c9,1.0,PT,20200827,6.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,88.0,85.0,0.0,http://unlimitedrackspace.com/xp/toda,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,2.0,Site not found Â· DreamHost,0.0
77c6dc05-ada7-40b5-89b4-16612dbb2438,1.0,PT,20200827,25.0,0.0,0.0,100.0,0.0,4.0,7.0,6.0,5.0,215.0,597.0,2.0,https://www.paypal.com.au.update.secure.create.link.access.custmn.ywcllp.uk/paypal/au/cgi-bin/webscr/initthi.html?cmd=SignIn&amp;co_partnerId=2&amp;pUserId=&amp;siteid=0&amp;pageType=&amp;pa1=&amp;i1=&amp;bshowgif=&amp;UsingSSL=&amp;ru=&amp;pp=&amp;pa2=&amp;errmsg=&amp;runame=%5C,1.0,48.0,0.0,1.0,0.0,0.0,70.0,3.0,2.0,6.0,24.0,16.0,8.0,1.0,17.0,0.0,215.0,91.0,124.0,Enter your information:,1.0
e76e086d-e8ac-4213-8e98-bab24bfb6772,1.0,PT,20200827,10.0,0.0,0.0,40.0,22.0,9.0,9.0,9.0,7.0,35.0,31.0,0.0,https://www.cran.na/05dec/wp-content/upgrade/dhl/DHLAUTO/DHLAUTO/dhl.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=Support-cn@fitbit.com&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,0.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,87.0,84.0,3.0,DHL | Tracking,1.0
0a8acf01-6af5-4138-bdfe-f2cd69172fc4,1.0,PT,20200827,9.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,129.0,444.0,1.0,https://type.setamazon.cyou/pc/?signinopenid,10.0,9.0,0.0,1.0,0.0,0.0,36.0,1.0,0.0,11.0,8.0,3.0,5.0,2.0,11.0,0.0,102.0,39.0,63.0,Amazonã‚µã‚¤ãƒ³ã‚¤ãƒ³,1.0
3f0b906b-8b60-45ea-9a59-63c1e941ee8b,1.0,PT,20200827,19.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,1861.0,1908.0,0.0,https://stevejons.com/hossy/53.com/login2.php?&amp;wqMYFA3mUm4Wb8sGpmGpJuTYfPof31UxAvF7lsdzyyz5DsKj5sLgDAVcUKJ84eiSZQzCPoJs5nMrcvMcSffmYiBnLdaiURgvlhjEmnbq5dIOLVuFlc2BWvT40w1vclGlKKf4aHDB0DfA1anOGltwQGIWUB35rFJ10urQRz0UibmNfM21ugDDNjE9eFkxfHkdskQ631xV,0.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,69.0,47.0,22.0,Personal Banking | Fifth Third Bank,1.0
540f04a2-78f4-4bcf-b088-9d41b4805c6f,1.0,PT,20200827,19.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,1861.0,1908.0,0.0,https://stevejons.com/hossy/53.com/login2.php?&amp;u4PBXPRM3H9CWufh8YRON5PQm0oTEZ7iePgIePNNvxaEi8laBJUCxd6mDXklNkDGKtD2FaxPiqtrtPvkDGyGxWDsCDdZUXKAf9HQzaJ3kdIUrbOs5NgTnA9g5SyAQvxHEDvGRer9DUW79PKwBG9kfApPvCIW6TZGnTRX5wEA00M4JQFVfEwUuv3yL8fLB4Y66YOcGjau,0.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,69.0,47.0,22.0,Personal Banking | Fifth Third Bank,1.0
b686f910-ba04-4d97-8f19-ee2d6c652c1e,1.0,PT,20200827,19.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,1861.0,1908.0,0.0,https://stevejons.com/hossy/53.com,0.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,68.0,47.0,21.0,Personal Banking | Fifth Third Bank,1.0
1e9fa2d6-9c97-42d4-aae7-a3b63fe8ace7,1.0,PT,20200827,19.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,1861.0,1908.0,0.0,https://stevejons.com/hossy/53.com/login.php?RIDu3bbji1GsurHJasGzXy4RUHWBAuVWGo5jOuohXkzC33Ol6e6kvtHDlOLGn8F1PxpC16PiECnJspbcvi3vf2C2yA0Q7NQmbwo6C4LqbN9jdF2vyVWys4a1KJrVwmIJRVxdFmzia5ocbHR9KFD3rCEYSz4eMX53t6Btxplq3UMGBIRf4mHTURdBwWUzNhS2r4rU5olt,0.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,68.0,47.0,21.0,Personal Banking | Fifth Third Bank,1.0
3d802f6d-bf3b-49e0-a565-78c52a3d0206,1.0,PT,20200827,10.0,0.0,0.0,100.0,75.0,4.0,4.0,4.0,2.0,1315.0,1383.0,0.0,https://presetcatching.com/jss/OD/,0.0,3.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,49.0,28.0,21.0,Sign in,1.0
b6e1adf0-7b00-4eba-8007-c408ab3ec991,1.0,PT,20200827,10.0,0.0,0.0,100.0,75.0,4.0,4.0,4.0,2.0,1315.0,1383.0,0.0,https://presetcatching.com/jss/OD/,0.0,3.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,49.0,28.0,21.0,Sign in,1.0
2064f461-7300-4605-a5f3-8c2a463059b3,1.0,PT,20200827,21.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,1060.0,1055.0,0.0,https://partycovere.com/service/support/verification/home/verification/74CD8N811677DC67CA14/login.php?cmd=login_submit&amp;id=cdad855cd56e7e76170f2821bdacec61cdad855cd56e7e76170f2821bdacec61&amp;session=cdad855cd56e7e76170f2821bdacec61cdad855cd56e7e76170f2821bdacec61,0.0,1.0,0.0,0.0,0.0,0.0,22.0,19.0,0.0,5.0,1.0,0.0,1.0,1.0,4.0,0.0,59.0,57.0,2.0,"Bank of America - Banking, Credit Cards, Home Loans and Auto Loans",1.0
e14d269c-37a2-4d7a-97d7-4509a7dd5606,1.0,PT,20200827,15.0,0.0,0.0,67.0,0.0,3.0,3.0,3.0,2.0,264.0,689.0,0.0,https://officeareas.com/http/Amazon/com/SecureShopping/SSL/verification.htm,0.0,53.0,0.0,0.0,0.0,0.0,81.0,2.0,0.0,6.0,13.0,4.0,9.0,2.0,27.0,0.0,344.0,295.0,49.0,"
    Amazon.com Security Verification
  ",1.0
282ca254-9e98-4267-b24f-dca78df60c6c,1.0,PT,20200827,26.0,0.0,0.0,65.0,50.0,3.0,3.0,3.0,2.0,343.0,822.0,0.0,https://officeareas.com/http/Amazon/com/SecureShopping/SSL/,0.0,53.0,0.0,0.0,0.0,0.0,81.0,2.0,0.0,6.0,13.0,4.0,9.0,2.0,27.0,0.0,344.0,295.0,49.0,"
    Amazon.com Security Verification
  ",1.0
c0bfcd1d-7307-4888-a2a6-1f46179309de,1.0,PT,20200827,26.0,0.0,0.0,58.0,0.0,3.0,3.0,3.0,2.0,286.0,764.0,0.0,https://officeareas.com/http/Amazon/com/SecureShopping/SSL/,0.0,53.0,0.0,0.0,0.0,0.0,81.0,2.0,0.0,6.0,13.0,4.0,9.0,2.0,27.0,0.0,344.0,295.0,49.0,"
    Amazon.com Security Verification
  ",1.0
e2f78ace-6ea5-4cdf-aa9f-a5cc68f7b8f7,1.0,PT,20200827,4.0,0.0,0.0,100.0,50.0,2.0,2.0,2.0,1.0,210.0,321.0,0.0,https://netflixbilling-renew.com/Login.php?sessionID=0DNsbVxYPpUijJ4vxTBnYIkQW8qHz9n4Fba9QX474dWDf5OQwoqcuRjTAWMwbtUItsTZb3WTkbuSVDyO36PKqaXsZk3v2put8Qdg&amp;error=Login,2.0,1.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,65.0,20.0,45.0,Netflix,1.0
6db99b33-fbfe-4a94-bebf-3eab962fbec3,1.0,PT,20200827,10.0,0.0,0.0,100.0,67.0,3.0,3.0,3.0,2.0,1139.0,1365.0,0.0,https://minesports.biz/WellsFargoonline/,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,42.0,33.0,9.0,Sign On to View Your Personal Accounts | Wells Fargo,0.0
00c86109-e832-4e5c-ab54-a9fe1b9813ec,1.0,PT,20200827,10.0,0.0,0.0,100.0,67.0,3.0,3.0,3.0,2.0,1139.0,1365.0,0.0,https://minesports.biz/WellsFargoonline/,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,42.0,33.0,9.0,Sign On to View Your Personal Accounts | Wells Fargo,0.0
60b8a55b-7481-422d-9aae-1b27e750cb20,1.0,PT,20200827,15.0,0.0,0.0,100.0,57.0,7.0,8.0,7.0,3.0,272.0,850.0,0.0,https://ibharenterprises.com/scripted/,0.0,8.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,5.0,9.0,8.0,1.0,1.0,2.0,0.0,73.0,45.0,28.0,Sign in to your account,1.0
c613c328-b50a-43c0-bc8d-553b758cebb2,1.0,PT,20200827,15.0,0.0,0.0,100.0,63.0,7.0,8.0,8.0,3.0,272.0,850.0,0.0,https://ibharenterprises.com/scripted/,0.0,8.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,5.0,9.0,8.0,1.0,1.0,2.0,0.0,73.0,45.0,28.0,Sign in to your account,1.0
3869b97e-ef0e-4139-a18c-efd75dacdae5,1.0,PT,20200827,1.0,0.0,0.0,100.0,0.0,1.0,1.0,2.0,1.0,97.0,171.0,0.0,https://hsmodares.ir/wp-admin/user/m0Go/bc358608fe5cad7279e830e8b1766201/??auth=2&amp;client-request-id=bcc7c79d-ad79-43ec-9c70-d12e378805d20cDovL3d3dy5hc@&amp;from=PortalLanding&amp;home=1,9.0,1.0,0.0,0.0,0.0,0.0,53.0,5.0,0.0,15.0,0.0,0.0,0.0,1.0,2.0,0.0,185.0,55.0,130.0,Allegro Logowanie - Zaloguj siÄ™ na swoje konto w Moje Allegro,1.0
af22a9fc-a571-4a45-9c0a-978c4d8a713a,1.0,PT,20200827,5.0,0.0,0.0,100.0,50.0,2.0,2.0,3.0,2.0,161.0,250.0,0.0,https://hk-com-securedportal-dot-gl494903049.wl.r.appspot.com/owa/auth.owa,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,11.0,10.0,1.0,Outlook Web App,0.0
267f417d-3afb-4f86-8df1-9584a185a5b4,1.0,PT,20200827,15.0,0.0,0.0,100.0,71.0,7.0,8.0,7.0,3.0,248.0,850.0,0.0,https://angelsofbeauti.com/office/,0.0,8.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,5.0,9.0,8.0,1.0,1.0,2.0,0.0,73.0,45.0,28.0,Sign in to your account,1.0
e5ea2149-7b61-4eec-9e90-a239cb55ec6d,1.0,PT,20200827,15.0,0.0,0.0,100.0,71.0,7.0,8.0,7.0,3.0,248.0,850.0,0.0,https://angelsofbeauti.com/office/,0.0,8.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,5.0,9.0,8.0,1.0,1.0,2.0,0.0,73.0,45.0,28.0,Sign in to your account,1.0
790bfa42-8a1c-41b1-b69b-fb2e4ae03e72,1.0,PT,20200827,9.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,113.0,444.0,0.0,https://amsdsa12dsbdl.yhrmktf.cn/pc/,10.0,9.0,0.0,0.0,0.0,0.0,36.0,1.0,0.0,11.0,8.0,3.0,5.0,2.0,11.0,0.0,102.0,39.0,63.0,Amazonã‚µã‚¤ãƒ³ã‚¤ãƒ³,1.0
48e0bec4-9cae-42c1-b08a-1afe85aa7658,1.0,PT,20200827,9.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,129.0,444.0,1.0,https://amazn.shendatrade.com/pc/,10.0,9.0,0.0,1.0,0.0,0.0,36.0,1.0,0.0,11.0,8.0,3.0,5.0,2.0,11.0,0.0,102.0,39.0,63.0,Amazonã‚µã‚¤ãƒ³ã‚¤ãƒ³,1.0
a49cd0fd-0e4f-470d-8cf6-2ef748946deb,1.0,PT,20200827,13.0,0.0,0.0,100.0,67.0,3.0,3.0,3.0,2.0,1067.0,1123.0,1.0,https://9a392e5e40.nxcli.net/blaze/msnh/emwetransfer/nkk/nnnm/login.php?ul=_LkeFUq_VJOXRTIPtoGYDw17dsfsfd18,4.0,1.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,66.0,42.0,24.0,Sign 1n | We Transfer.,1.0
b72c023c-6ace-481e-8fb5-f1a8cb766fef,1.0,PT,20200827,15.0,0.0,0.0,20.0,67.0,3.0,3.0,3.0,2.0,1814.0,1810.0,1.0,http://periohealthidahoreviews.com/Nef1iix/,5.0,11.0,0.0,1.0,0.0,0.0,33.0,1.0,1.0,7.0,15.0,3.0,12.0,2.0,19.0,0.0,270.0,216.0,54.0,Netflix,1.0
ce560ef7-2349-4d2b-97b1-26f5dfe1275b,1.0,PT,20200827,15.0,0.0,0.0,20.0,67.0,3.0,3.0,3.0,2.0,1814.0,1810.0,0.0,http://periohealthidahoreviews.com/Nef1iix/,5.0,11.0,0.0,0.0,0.0,0.0,33.0,1.0,1.0,7.0,15.0,3.0,12.0,2.0,19.0,0.0,270.0,216.0,54.0,Netflix,1.0
8975bc7b-c4b8-4bce-877b-67255c774983,1.0,PT,20200827,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,387.0,418.0,0.0,http://pdreamcreations.com/admin/bankofamerica/secquestion.php,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,80.0,76.0,4.0,Bank of America,1.0
e94a2bdd-133b-4e85-bd47-58d2fde42027,1.0,PT,20200827,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,371.0,372.0,0.0,http://pdreamcreations.com/admin/bankofamerica/empass.php,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,16.0,12.0,4.0,Bank of America,1.0
8772ab04-4bd4-4ca9-b162-afef24140877,1.0,PT,20200827,55.0,0.0,0.0,69.0,25.0,5.0,5.0,5.0,2.0,3010.0,10465.0,0.0,https://mybiryaniexpress.com/vendor/phpunit/phpunit/src/Util/PHP/outlook/,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
c1081d88-e700-4442-a1d8-0ed9f976c048,1.0,PT,20200827,55.0,0.0,0.0,69.0,25.0,5.0,5.0,5.0,2.0,3010.0,10465.0,1.0,http://mybiryaniexpress.com/vendor/phpunit/phpunit/src/Util/PHP/outlook,0.0,1.0,0.0,1.0,0.0,0.0,38.0,3.0,1.0,5.0,0.0,0.0,0.0,2.0,22.0,0.0,87.0,57.0,30.0,Sign in to your account,1.0
81ab5c36-ecaf-4333-b38f-b114ede7c152,1.0,PT,20200827,7.0,0.0,0.0,14.0,50.0,2.0,2.0,2.0,1.0,166.0,245.0,0.0,http://mnaler.linkpc.net/-secure-/Inv/,0.0,1.0,0.0,0.0,0.0,0.0,37.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,64.0,33.0,31.0,Se connecter Ã  Outlook,1.0
0bd4a7f1-662c-4e9b-97d0-fa5310fcd92b,1.0,PT,20200827,8.0,0.0,0.0,63.0,67.0,3.0,3.0,3.0,3.0,518.0,574.0,0.0,http://lilykrehbiel.net/076dc/,4.0,8.0,0.0,0.0,0.0,0.0,56.0,3.0,1.0,6.0,2.0,1.0,1.0,2.0,22.0,0.0,111.0,72.0,39.0,Sign in to your account,1.0
8a0f8edd-7665-449c-a2cb-a68dc810a57f,1.0,PT,20200827,8.0,0.0,0.0,63.0,67.0,3.0,3.0,3.0,3.0,518.0,574.0,0.0,http://lilykrehbiel.net/076dc/,4.0,8.0,0.0,0.0,0.0,0.0,56.0,3.0,1.0,6.0,2.0,1.0,1.0,2.0,22.0,0.0,111.0,72.0,39.0,Sign in to your account,1.0
1c17eef6-8323-485d-9608-c827f3dd0014,1.0,PT,20200827,9.0,0.0,0.0,22.0,33.0,3.0,3.0,3.0,2.0,1841.0,1893.0,0.0,http://kingofliferadio.org/chase/chase/view/login.php,0.0,3.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,3.0,3.0,1.0,2.0,1.0,5.0,0.0,36.0,29.0,7.0,Sign in - chase.com,0.0
6cbe9d18-0d92-4c00-914d-8c7a27520c96,1.0,PT,20200827,6.0,0.0,0.0,33.0,33.0,3.0,3.0,3.0,2.0,193.0,246.0,0.0,http://kingofliferadio.org/chase/chase/mobile/login.php?userid=,0.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,5.0,0.0,25.0,18.0,7.0,Sign in - chase.com,0.0
0bd5ef82-7c99-44bc-8bd7-75136c21ca8d,1.0,PT,20200827,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,387.0,418.0,0.0,http://divirastudio.com/bankofamerica/secquestion.php,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,80.0,76.0,4.0,Bank of America,1.0
14f57c50-38e3-4c1d-8bac-10953f73269c,1.0,PT,20200827,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,384.0,386.0,0.0,http://divirastudio.com/bankofamerica/fullz.php,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,15.0,0.0,23.0,19.0,4.0,Bank of America,1.0
8dc68b3d-897b-4c99-809a-386ca5075b7d,1.0,PT,20200827,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,383.0,384.0,0.0,http://divirastudio.com/bankofamerica/error.php,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,16.0,12.0,4.0,Bank of America,1.0
8a9b19b8-9249-4840-883a-584a6098b44e,1.0,PT,20200827,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,371.0,372.0,0.0,http://divirastudio.com/bankofamerica/empass.php,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,16.0,12.0,4.0,Bank of America,1.0
38b4ca7a-8c7c-4f41-84f5-8a9fed5766a8,1.0,PT,20200827,9.0,0.0,0.0,33.0,0.0,3.0,3.0,3.0,2.0,144.0,447.0,1.0,http://chaseverification.jjhtgfuel.com/home/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=44&amp;id=2861168179,0.0,4.0,0.0,1.0,0.0,0.0,41.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,90.0,38.0,52.0,Update Your Account - chase,1.0
1f44fa17-2347-4e03-8f5a-82df2ea2a253,1.0,PT,20200827,9.0,0.0,0.0,33.0,0.0,3.0,3.0,3.0,2.0,144.0,447.0,0.0,http://chaseverification.jjhtgfuel.com/home/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=37&amp;id=5929780590,0.0,4.0,0.0,0.0,0.0,0.0,41.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,90.0,38.0,52.0,Update Your Account - chase,1.0
cc5b3459-8c89-48b7-8fbc-c2026eab1515,1.0,PT,20200827,9.0,0.0,0.0,33.0,0.0,3.0,3.0,3.0,2.0,144.0,447.0,0.0,http://chaseverification.jjhtgfuel.com/home/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=35&amp;id=7870048092,0.0,4.0,0.0,0.0,0.0,0.0,41.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,90.0,38.0,52.0,Update Your Account - chase,1.0
e91aef66-fedb-4830-8461-f03e1fa3231d,1.0,PT,20200827,13.0,0.0,0.0,8.0,0.0,3.0,3.0,3.0,3.0,99.0,409.0,0.0,http://chaseverification.jjhtgfuel.com/home/myaccount/,0.0,4.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,18.0,2.0,2.0,0.0,1.0,3.0,0.0,130.0,70.0,60.0,Sign in - chase-com,1.0
a4f450ea-77e8-4d11-a8d7-d3e705fbfaa8,1.0,PT,20200827,12.0,0.0,0.0,8.0,0.0,3.0,3.0,3.0,2.0,99.0,409.0,0.0,http://chaseverification.jjhtgfuel.com/home/myaccount/,0.0,4.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,18.0,2.0,2.0,0.0,1.0,3.0,0.0,130.0,70.0,60.0,Sign in - chase-com,1.0
593ffa36-f672-47f4-9a67-c376be7c6ed7,1.0,PT,20200827,12.0,0.0,0.0,8.0,0.0,3.0,3.0,3.0,2.0,99.0,409.0,0.0,http://chaseverification.jjhtgfuel.com/home/my1ymu=/,0.0,4.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,18.0,2.0,2.0,0.0,1.0,3.0,0.0,130.0,70.0,60.0,Sign in - chase-com,1.0
ab9d1fad-adc5-4245-8843-cf42b73b9a09,1.0,PT,20200827,12.0,0.0,0.0,8.0,0.0,3.0,3.0,3.0,2.0,99.0,409.0,1.0,http://chaseverification.jjhtgfuel.com/home/my1ymu=/,0.0,4.0,0.0,1.0,0.0,0.0,44.0,2.0,0.0,18.0,2.0,2.0,0.0,1.0,3.0,0.0,130.0,70.0,60.0,Sign in - chase-com,1.0
0a651871-2b2e-4672-b1ec-255afafac52c,1.0,PT,20200827,12.0,0.0,0.0,8.0,0.0,3.0,3.0,3.0,2.0,99.0,409.0,0.0,http://chaseverification.jjhtgfuel.com/home/jqxmzu=/,0.0,4.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,18.0,2.0,2.0,0.0,1.0,3.0,0.0,130.0,70.0,60.0,Sign in - chase-com,1.0
5e8dc352-5f70-4a82-a15f-999be0487d35,1.0,PT,20200827,13.0,0.0,0.0,8.0,0.0,3.0,3.0,3.0,3.0,99.0,409.0,0.0,http://chaseverification.jjhtgfuel.com/home/jqxmzu=/,0.0,4.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,18.0,2.0,2.0,0.0,1.0,3.0,0.0,130.0,70.0,60.0,Sign in - chase-com,1.0
a870c544-5115-41d9-b42d-308fe756690b,1.0,PT,20200827,13.0,0.0,0.0,8.0,0.0,3.0,3.0,3.0,2.0,99.0,409.0,0.0,http://chaseverification.jjhtgfuel.com/home/gi5yme=/,0.0,4.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,18.0,2.0,2.0,0.0,1.0,3.0,0.0,130.0,70.0,60.0,Sign in - chase-com,1.0
5ff3bfef-8fa5-470f-a582-553817303caa,1.0,PT,20200827,13.0,0.0,0.0,8.0,0.0,3.0,3.0,3.0,3.0,99.0,409.0,0.0,http://chaseverification.jjhtgfuel.com/home/gi5yme=/,0.0,4.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,18.0,2.0,2.0,0.0,1.0,3.0,0.0,130.0,70.0,60.0,Sign in - chase-com,1.0
a62f6e37-04a4-4370-9161-8ff775923c83,1.0,PT,20200827,13.0,0.0,0.0,8.0,0.0,3.0,3.0,3.0,2.0,99.0,409.0,1.0,http://chaseverification.jjhtgfuel.com/home/dzlnju=/,0.0,4.0,0.0,1.0,0.0,0.0,44.0,2.0,0.0,18.0,2.0,2.0,0.0,1.0,3.0,0.0,130.0,70.0,60.0,Sign in - chase-com,1.0
b2ec1013-724e-4e41-96f7-25323551554e,1.0,PT,20200827,13.0,0.0,0.0,8.0,0.0,3.0,3.0,3.0,2.0,99.0,409.0,1.0,http://chaseverification.jjhtgfuel.com/home/dzlnju=/,0.0,4.0,0.0,1.0,0.0,0.0,44.0,2.0,0.0,18.0,2.0,2.0,0.0,1.0,3.0,0.0,130.0,70.0,60.0,Sign in - chase-com,1.0
