UUID,label,source,folder,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,Cookies,URL,OutGoingLinks,JSGlobalVar,secure,session,httponly,session & httponly,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,sensitive
eef2a0b7-82de-42a4-b33f-25294815c244,1.0,PT,20200831,15.0,0.0,0.0,13.0,67.0,3.0,3.0,3.0,2.0,247.0,497.0,1.0,http://dev-wordpress-2e5706b1b659.hyperlane.co/gres/,0.0,20.0,0.0,1.0,1.0,1.0,55.0,3.0,1.0,99.0,5.0,0.0,5.0,3.0,28.0,0.0,406.0,238.0,168.0,Credit Card Login | Discover Card,1.0
8b59c112-b5e6-4077-acdc-54f2a334e051,1.0,PT,20200831,30.0,0.0,0.0,100.0,60.0,5.0,5.0,5.0,2.0,1001.0,1269.0,5.0,https://wwpay.ru/,1.0,9.0,4.0,0.0,1.0,0.0,56.0,7.0,0.0,11.0,6.0,3.0,3.0,1.0,7.0,0.0,204.0,110.0,94.0,ÐÐ²Ñ‚Ð¾Ð¼Ð°Ñ‚Ð¸Ñ‡ÐµÑÐºÐ¸Ð¹ Ð¾Ð±Ð¼ÐµÐ½ bitcoin BITCOIN ÐŸÑ€Ð¾ÑÑ‚Ð¾ Ð‘Ñ‹ÑÑ‚Ñ€Ð¾ ÐÐ½Ð¾Ð½Ð¸Ð¼Ð½Ð¾,1.0
9307f6c1-652e-48d9-9a94-cea9a04e5218,1.0,PT,20200831,52.0,0.0,0.0,100.0,67.0,11.0,11.0,11.0,3.0,681.0,1710.0,8.0,https://bestrhange.ru/exchangers/exchanger-ww-pay/?,932.0,219.0,4.0,0.0,1.0,0.0,975.0,35.0,3.0,1008.0,14.0,6.0,8.0,2.0,14.0,3.0,4914.0,1845.0,3069.0,"ÐžÐ±Ð¼ÐµÐ½Ð½Ð¸Ðº wwpay.ru â€“ Ð¾Ñ‚Ð·Ñ‹Ð²Ñ‹, Ð¸Ð½Ñ„Ð¾Ñ€Ð¼Ð°Ñ†Ð¸Ñ, ÑÑ‚Ð°Ñ‚Ð¸ÑÑ‚Ð¸ÐºÐ° (wwpay.ru)",1.0
d25a407b-03d0-433b-b12b-707cd20cd67b,1.0,PT,20200831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1d40123-0c51-427e-b3aa-e5c83abe6930,1.0,PT,20200831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ab39b2a-5358-4621-a8e3-53d031a82bb9,1.0,PT,20200831,6.0,0.0,0.0,100.0,75.0,4.0,4.0,4.0,2.0,98.0,103.0,0.0,https://dev-vnml.pantheonsite.io/wp-mail.php,2.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,1.0,Error,0.0
98d9c330-2128-404f-b3bf-cedf50e84f8f,1.0,PT,20200831,24.0,0.0,0.0,96.0,0.0,2.0,3.0,3.0,3.0,1217.0,4436.0,1.0,http://tisl4.place69.de/?cmd=3fh9j9jP3m,1.0,18.0,1.0,0.0,1.0,0.0,46.0,2.0,0.0,2.0,6.0,3.0,3.0,2.0,10.0,0.0,117.0,61.0,56.0,Control panel - OVH,1.0
a81840c9-b8eb-4a66-8401-87f369e3f493,1.0,PT,20200831,18.0,0.0,0.0,22.0,40.0,4.0,5.0,6.0,1.0,87.0,303.0,2.0,http://photoartcontestgoodvibesandtravel.000webhostapp.com/,24.0,38.0,0.0,0.0,0.0,0.0,37.0,1.0,0.0,35.0,21.0,10.0,11.0,1.0,14.0,0.0,186.0,123.0,63.0,Facebook,1.0
3753910b-6b9a-4f5e-aa29-117b66a0584f,1.0,PT,20200831,9.0,0.0,0.0,56.0,50.0,6.0,7.0,6.0,2.0,208.0,588.0,2.0,http://grupanakmudawajamincrott.000webhostapp.com/,22.0,31.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,24.0,3.0,2.0,1.0,0.0,0.0,0.0,127.0,33.0,94.0,WhatsApp Group Invite,0.0
e993ebec-ba1f-4e18-a013-6353b571fdb8,1.0,PT,20200831,9.0,0.0,0.0,56.0,50.0,6.0,7.0,6.0,2.0,208.0,588.0,2.0,http://grubwadewasa834569.000webhostapp.com/,22.0,31.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,24.0,3.0,2.0,1.0,0.0,0.0,0.0,127.0,33.0,94.0,WhatsApp Group Invite,0.0
449808f0-3780-4ffe-acc0-61de7909c4d5,1.0,PT,20200831,14.0,0.0,0.0,93.0,70.0,9.0,10.0,10.0,4.0,199.0,726.0,2.0,http://letsstarthere.000webhostapp.com/,2.0,35.0,0.0,0.0,0.0,0.0,41.0,3.0,0.0,14.0,6.0,5.0,1.0,1.0,11.0,0.0,105.0,54.0,51.0,Facebook â€“ log in or sign up,1.0
75fa0d3d-621a-4c89-9940-a267928ead22,1.0,PT,20200831,12.0,0.0,0.0,33.0,40.0,4.0,5.0,5.0,1.0,354.0,554.0,2.0,http://cnthosting.000webhostapp.com/,1.0,31.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,5.0,3.0,2.0,1.0,1.0,3.0,0.0,47.0,33.0,14.0,Secure-WiFi Hotspot,1.0
8c33c96d-5b8a-4d04-8ff0-592d3d255783,1.0,PT,20200831,75.0,0.0,0.0,27.0,40.0,7.0,11.0,11.0,3.0,1631.0,4404.0,0.0,http://eeuklog.co.uk/,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
706c1090-e9fc-4304-b12d-2a39368371a5,1.0,PT,20200831,40.0,0.0,0.0,95.0,50.0,5.0,7.0,7.0,2.0,1334.0,5697.0,2.0,http://socialdownloadds.000webhostapp.com/,20.0,98.0,0.0,0.0,0.0,0.0,41.0,4.0,0.0,48.0,38.0,22.0,16.0,1.0,26.0,0.0,307.0,238.0,69.0,Log in to Facebook | Facebook,1.0
cf8f4330-dbff-4c0d-9aca-7c7994f85e05,1.0,PT,20200831,39.0,0.0,0.0,95.0,63.0,6.0,8.0,9.0,2.0,1308.0,5668.0,0.0,http://fb0k17.000webhostapp.com/,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
0184d872-a1eb-487c-a006-3eb20d7ee76f,1.0,PT,20200831,5.0,0.0,0.0,80.0,40.0,4.0,5.0,5.0,1.0,82.0,283.0,2.0,http://videos-fb.000webhostapp.com/,1.0,31.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,11.0,3.0,2.0,1.0,1.0,3.0,0.0,69.0,31.0,38.0,Welcome to ,1.0
2ecbd22d-4615-4911-aa07-d9525a40a130,1.0,PT,20200831,23.0,0.0,0.0,96.0,60.0,9.0,11.0,10.0,2.0,286.0,837.0,0.0,http://joingrupnokep2k2018.000webhostapp.com/,14.0,37.0,0.0,0.0,0.0,0.0,28.0,8.0,0.0,15.0,8.0,7.0,1.0,0.0,0.0,0.0,127.0,56.0,71.0,Welcome to joingrupnokep2k2018.000webhostapp.com Free Website,0.0
87d0ed25-bd76-4c32-acdf-272b50315513,1.0,PT,20200831,9.0,0.0,0.0,89.0,57.0,6.0,7.0,7.0,1.0,152.0,352.0,2.0,http://lnstagrmforcopyright.000webhostapp.com/,1.0,31.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,10.0,3.0,2.0,1.0,1.0,2.0,1.0,68.0,67.0,1.0,Copyright | Instagram Help Center,0.0
d8d2762c-2c6d-422a-b390-f6c32f0e1f33,1.0,PT,20200831,7.0,0.0,0.0,57.0,40.0,4.0,5.0,5.0,1.0,102.0,302.0,2.0,http://fbvotebuisnescontestsupport-uk-site.000webhostapp.com/,5.0,31.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,5.0,3.0,2.0,1.0,1.0,3.0,0.0,47.0,37.0,10.0, Please Log in Your Facebook ,1.0
9ddd74c7-58d7-450a-9acc-a56ea6de60cd,1.0,PT,20200831,10.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,287.0,958.0,0.0,http://laura43grappini.000webhostapp.com/,44.0,1.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,48.0,0.0,0.0,0.0,1.0,5.0,0.0,169.0,101.0,68.0,Facebook â€“ log in or sign up,1.0
99417342-8bfd-4b7f-b1ed-ce7da64943cc,1.0,PT,20200831,9.0,0.0,0.0,56.0,50.0,6.0,7.0,6.0,2.0,208.0,588.0,2.0,http://gabuanggrubbokep.000webhostapp.com/,22.0,31.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,24.0,3.0,2.0,1.0,0.0,0.0,0.0,127.0,33.0,94.0,WhatsApp Group Invite,0.0
316310ee-b93c-47b4-9922-e31ce6c485c6,1.0,PT,20200831,23.0,0.0,0.0,30.0,0.0,2.0,2.0,2.0,2.0,8360.0,9927.0,0.0,http://mcb-et.xyz/c/,5.0,53.0,0.0,0.0,0.0,0.0,55.0,1.0,0.0,5.0,2.0,2.0,0.0,1.0,3.0,0.0,111.0,33.0,78.0,Bank of Guam,1.0
df8965f0-497f-4a77-b27a-afcfcfcfb021,1.0,PT,20200831,28.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,39.0,203.0,0.0,http://4sc08t2a-2ac0nt9.info/,6.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,29.0,41.0,Locked | Scotiabank,0.0
74da8cb6-d5c0-41e9-b58c-03b10c2834d4,1.0,PT,20200831,9.0,0.0,0.0,89.0,67.0,6.0,6.0,7.0,4.0,76.0,258.0,4.0,http://tfp9ttt8tuserp.du.r.appspot.com/,4.0,6.0,4.0,2.0,3.0,2.0,39.0,4.0,1.0,6.0,3.0,1.0,2.0,2.0,22.0,0.0,97.0,62.0,35.0,Sign in to your account,1.0
c42080d3-70f0-4840-8038-d12825cbe58f,1.0,PT,20200831,5.0,0.0,0.0,100.0,50.0,2.0,2.0,2.0,2.0,161.0,248.0,0.0,http://kcwkjtrqzpybslhbzsjpgsjnzk-dot-glowablu03049033.du.r.appspot.com/,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,11.0,10.0,1.0,Outlook Web App,0.0
57632bf0-156c-4324-8745-00f5087b2c1e,1.0,PT,20200831,5.0,0.0,0.0,100.0,50.0,2.0,2.0,2.0,2.0,161.0,248.0,0.0,https://kcwkjtrqzpybslhbzsjpgsjnzk-dot-glowablu03049033.du.r.appspot.com/,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,11.0,10.0,1.0,Outlook Web App,0.0
d40a721b-dacb-4a89-ad13-1c5a12756cd2,1.0,PT,20200831,11.0,0.0,0.0,100.0,60.0,5.0,5.0,6.0,2.0,172.0,513.0,0.0,https://crmeducdocumentprivate-secondary.z15.web.core.windows.net/,0.0,19.0,0.0,0.0,0.0,0.0,20.0,6.0,0.0,1.0,10.0,4.0,6.0,1.0,9.0,0.0,64.0,37.0,27.0,Outlook Web App,1.0
b38d37c2-ff23-4c2f-90e8-aac29f8cf94e,1.0,PT,20200831,17.0,0.0,0.0,94.0,0.0,2.0,2.0,2.0,1.0,404.0,587.0,1.0,https://gov.uk.dvla.miscalculation.ltd/,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
94987a66-d635-491a-9d76-9fad8e358b4a,1.0,PT,20200831,5.0,0.0,0.0,100.0,50.0,2.0,2.0,2.0,2.0,161.0,248.0,0.0,https://qozabkztofogaxsnlhvjuvnvgfswgzicoozr-dot-gl494903049.wl.r.appspot.com/,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,11.0,10.0,1.0,Outlook Web App,0.0
4e4ee8fb-ba91-41be-949a-58393583bd97,1.0,PT,20200831,11.0,0.0,0.0,100.0,0.0,4.0,5.0,6.0,3.0,120.0,221.0,0.0,http://suntrust.onlinebanking.web5.login.ipaytunes.com/,8.0,2.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,10.0,6.0,6.0,0.0,2.0,10.0,0.0,119.0,56.0,63.0,SunTrust Online Banking,1.0
45a3b72e-d68f-4c29-91cc-43112330d100,1.0,PT,20200831,10.0,0.0,0.0,100.0,0.0,4.0,5.0,6.0,3.0,120.0,221.0,0.0,https://suntrust.onlinebanking.web5.login.ipaytunes.com/,8.0,2.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,10.0,6.0,6.0,0.0,2.0,10.0,0.0,119.0,56.0,63.0,SunTrust Online Banking,1.0
4b47fc38-bb8a-4668-991f-a0cd1efc10b8,1.0,PT,20200831,11.0,0.0,0.0,100.0,0.0,4.0,5.0,6.0,3.0,120.0,221.0,0.0,https://www.suntrust.onlinebanking.web5.login.ipaytunes.com/,8.0,2.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,10.0,6.0,6.0,0.0,2.0,10.0,0.0,119.0,56.0,63.0,SunTrust Online Banking,1.0
72ac2587-a174-455f-bc31-b8439e0ee58e,1.0,PT,20200831,9.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,129.0,444.0,0.0,https://amaz0n.iozua.com/pc/,10.0,9.0,0.0,0.0,0.0,0.0,36.0,1.0,0.0,11.0,8.0,3.0,5.0,2.0,11.0,0.0,102.0,39.0,63.0,Amazonã‚µã‚¤ãƒ³ã‚¤ãƒ³,1.0
bfedd0ca-9bac-41b4-b217-c8fc26dca18a,1.0,PT,20200831,5.0,0.0,0.0,100.0,50.0,2.0,2.0,2.0,2.0,161.0,248.0,0.0,https://fajbwzuijhazcksmfemukqwcvfovwiozwrac-dot-gl494903049.wl.r.appspot.com/,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,11.0,10.0,1.0,Outlook Web App,0.0
7cb91121-493b-44ca-9142-e0fd66a6d13e,1.0,PT,20200831,5.0,0.0,0.0,100.0,50.0,2.0,2.0,2.0,2.0,161.0,248.0,0.0,http://fajbwzuijhazcksmfemukqwcvfovwiozwrac-dot-gl494903049.wl.r.appspot.com/,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,11.0,10.0,1.0,Outlook Web App,0.0
c2afd772-5585-459e-884a-9574cc471b75,1.0,PT,20200831,6.0,0.0,0.0,17.0,0.0,2.0,2.0,2.0,2.0,28.0,97.0,0.0,http://review01-supportapple.xyxxon.com/,0.0,1.0,0.0,0.0,0.0,0.0,37.0,2.0,0.0,15.0,0.0,0.0,0.0,1.0,2.0,0.0,117.0,28.0,89.0,Log in to your PayPal account,1.0
99852331-26fb-425a-94bc-4c63a58ef51b,1.0,PT,20200831,13.0,0.0,0.0,54.0,33.0,3.0,3.0,3.0,3.0,1655.0,1668.0,1.0,http://www.chatwhatsapp1052.dns04.com/,0.0,3.0,0.0,1.0,0.0,0.0,44.0,9.0,0.0,0.0,4.0,0.0,4.0,6.0,6.0,0.0,93.0,46.0,47.0,WhatsApp,0.0
e298b188-3b15-43b4-affb-e82648202dd0,1.0,PT,20200831,5.0,0.0,0.0,100.0,50.0,2.0,2.0,2.0,2.0,68.0,128.0,1.0,https://www.paypal-account-office.relocatoremovals.in/015f07b5490bcea97a02c61a27823851/,0.0,4.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,4.0,0.0,19.0,11.0,8.0,Login - PÎ±yPÎ±l,0.0
b2ba6da7-2c54-454a-ac27-3c8fa8704633,1.0,PT,20200831,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,http://www.nuovapuntocasa.com/public/mona/Espace-clients/Portfeuille=IDPP00C347/sms.php,2.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,54.0,11.0,IIS 8.5 Detailed Error - 404.0 - Not Found,0.0
655c20cf-5921-4e66-b30d-6649cff20cba,1.0,PT,20200831,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,http://www.nuovapuntocasa.com/public/mona/Espace-clients/Portfeuille=IDPP00C347/sms1.php,2.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,54.0,11.0,IIS 8.5 Detailed Error - 404.0 - Not Found,0.0
4db05db3-bc54-4df2-b071-991c0520fbc5,1.0,PT,20200831,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,44.0,42.0,0.0,http://www.mensamagazine.it/images/immagini/c/D-T78C2V4/actualisation/ovh/dg3njq=/index2.php,0.0,14.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,6.0,1.0,5.0,1.0,2.0,0.0,53.0,44.0,9.0,Authentification,1.0
b6c28f39-7455-40cc-aa38-a175b174f286,1.0,PT,20200831,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,44.0,42.0,0.0,http://www.mensamagazine.it/images/immagini/c/D-T78C2V4/actualisation/ovh/dg3njq=/index1.php,0.0,14.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,6.0,1.0,5.0,1.0,2.0,0.0,55.0,45.0,10.0,Authentification,1.0
ca876123-47dc-4eb9-a53d-583a8599c364,1.0,PT,20200831,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,http://www.amazon-covid-reliefcustomer.com/fb,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0," 404 Not Found
",0.0
b7cb3995-883c-43c6-9a23-009b4142037b,1.0,PT,20200831,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,http://www.amazon-covid-reliefcustomer.com/fb/,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0," 404 Not Found
",0.0
226ab155-23be-4841-99cb-2e3e4e349528,1.0,PT,20200831,8.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,40.0,46.0,0.0,https://zambalspain.com/admin/documentos/1/TCDS54C5DS4X15SDC45DS4X5SQ4S5QX4/D-T78C2V4/actualisation/ovh/gfinwu=/index1.php,0.0,14.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,6.0,1.0,5.0,1.0,2.0,0.0,55.0,45.0,10.0,Authentification,1.0
52b226ea-aa58-4765-972f-72e959ef8185,1.0,PT,20200831,8.0,0.0,0.0,100.0,33.0,3.0,3.0,3.0,2.0,1033.0,1085.0,0.0,https://www.whoopla.com.au/tha/login.php?cmd=login_submit&amp;id=ec4b07ee2df6c02ba77bc1557ab99013ec4b07ee2df6c02ba77bc1557ab99013&amp;session=ec4b07ee2df6c02ba77bc1557ab99013ec4b07ee2df6c02ba77bc1557ab99013,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
0916f937-1452-4780-985e-86e11c1333b4,1.0,PT,20200831,8.0,0.0,0.0,100.0,33.0,3.0,3.0,3.0,2.0,1033.0,1085.0,0.0,https://www.whoopla.com.au/krung/thai/login.php?cmd=login_submit&amp;id=bd77c943bc945774f9876d5f79e257a5bd77c943bc945774f9876d5f79e257a5&amp;session=bd77c943bc945774f9876d5f79e257a5bd77c943bc945774f9876d5f79e257a5,0.0,3.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,1.0,3.0,1.0,2.0,1.0,4.0,0.0,28.0,24.0,4.0,KTB netbank : Internet Banking,0.0
be7b955d-306c-4a5b-8085-8e130b47a7ba,1.0,PT,20200831,12.0,0.0,0.0,100.0,40.0,6.0,6.0,5.0,3.0,231.0,348.0,1.0,https://www.paypal-account-office.relocatoremovals.in/015f07b5490bcea97a02c61a27823851/personal.php?dispatch=,0.0,4.0,0.0,1.0,0.0,0.0,10.0,5.0,0.0,0.0,4.0,4.0,0.0,1.0,9.0,0.0,289.0,270.0,19.0,Update Your Personal Information - PÎ±yPÎ±l,0.0
bc6138bc-3de9-4a63-aeeb-a19b8c331e91,1.0,PT,20200831,11.0,0.0,0.0,100.0,50.0,5.0,5.0,4.0,3.0,123.0,240.0,1.0,https://www.paypal-account-office.relocatoremovals.in/015f07b5490bcea97a02c61a27823851/payment.php?dispatch=,0.0,4.0,0.0,1.0,0.0,0.0,11.0,4.0,0.0,0.0,5.0,4.0,1.0,1.0,8.0,0.0,91.0,73.0,18.0,Update Your Payment Information - PÎ±yPÎ±l,0.0
4451b2b9-4bef-4445-a8ba-9b03b8ff768c,1.0,PT,20200831,24.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,408.0,1364.0,0.0,https://www.my3-accountverify.co/banks/online.tsb.co.uk/,0.0,33.0,0.0,0.0,0.0,0.0,45.0,6.0,0.0,20.0,9.0,4.0,5.0,2.0,6.0,0.0,171.0,91.0,80.0,LÎ¿gin,1.0
68d25174-bc61-409b-88fa-fd88164f619b,1.0,PT,20200831,24.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,408.0,1364.0,0.0,https://www.my3-accountverify.co/banks/online.tsb.co.uk/,0.0,33.0,0.0,0.0,0.0,0.0,45.0,6.0,0.0,20.0,9.0,4.0,5.0,2.0,6.0,0.0,171.0,91.0,80.0,LÎ¿gin,1.0
66146359-7ece-4559-9332-483f6e291057,1.0,PT,20200831,176.0,0.0,0.0,90.0,36.0,37.0,43.0,33.0,8.0,1838.0,5775.0,4.0,https://urlz.fr/dHXo,9.0,142.0,0.0,0.0,1.0,0.0,30.0,2.0,5.0,13.0,31.0,28.0,3.0,1.0,1.0,0.0,121.0,107.0,14.0,RÃ©ducteur de lien / Minimiseur d'URL [Raccourcir un lien],1.0
41ca5f26-6063-4a0a-ab07-ffd0b3193957,1.0,PT,20200831,10.0,0.0,0.0,100.0,0.0,4.0,5.0,6.0,3.0,120.0,222.0,0.0,https://suntrust.onlinebanking.web5.login.ipaytunes.com/verify.php,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
b5160a85-fab9-486b-a9d9-a76f5806e0f9,1.0,PT,20200831,3.0,0.0,0.0,100.0,0.0,2.0,2.0,3.0,2.0,55.0,82.0,0.0,https://smsconsultancy.co.in/surf3.php?cmd=login_submit&amp;id=06f15dec60982c92915e041a2efe39e106f15dec60982c92915e041a2efe39e1&amp;session=06f15dec60982c92915e041a2efe39e106f15dec60982c92915e041a2efe39e1,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,8.0,Account Suspended,0.0
21cc9cb9-f10f-4acf-9ec4-f47bcc2883e5,1.0,PT,20200831,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,221.0,280.0,0.0,http://sslblindadoseguro.tk/home.php?w-4th2emju7db1skfotyfm59uuh6avprnqeljsbpvupxjj3oq1hxoosfy/vc71xkis0ddxgfx6g,0.0,6.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,3.0,0.0,1.0,3.0,0.0,39.0,26.0,13.0,Itau Card | IdentificaÃ§Ã£o,0.0
