UUID,label,source,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,Cookies,secure,session,httponly,JSGlobalVar,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,URL,OutGoingLinks,sensitive,session & httponly,folder,sensitive_label,hash_value,span,button,sensitive_case1,sensitive_case2
c6a5892c-0adc-402f-81e1-9b447adcf482,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/972704647696d205d7aea3ed8a40a12e/,0.0,1.0,0.0,20200702_1,1.0,f76c1af5af89e794dbfbc4e908f9b571aca404e5,0.0,1.0,0.0,1.0
12fed2c1-1f3c-4d0c-a360-f1f8b4d98a85,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/98d4587046cce6037f8506f9f7a79c8a/,0.0,1.0,0.0,20200702_1,1.0,abaa8d167642553a55a6f6cc4e14e17e60f03ce3,0.0,1.0,0.0,1.0
f22e83f5-2bc4-4eba-a632-e9115380115a,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/f3959c0e7cdbe2a5d80f886d93a3d03c/,0.0,1.0,0.0,20200702_1,1.0,5a636617fbfb3fba88b8b2656dd0ba3c27293019,0.0,1.0,0.0,1.0
aa75c9d9-7e1c-4367-a315-9597e66193bc,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/260191ecc6c8147b3aa3db37d5f4da8e/,0.0,1.0,0.0,20200702_1,1.0,df79cc33bb707838c9a852bca0e8ef675064b728,0.0,1.0,0.0,1.0
5d3dbea4-3f5a-47f8-bbf9-24d0d93a0a11,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/e83b5212833354ad62612b19fbfd5ec9/,0.0,1.0,0.0,20200702_1,1.0,f637638d7ff416641d55b3ed74a519b75b0a2b2e,0.0,1.0,0.0,1.0
24aa8f4b-d337-46b8-89cc-ee27e3e87816,1.0,OP,86.0,5.0,0.0,13.0,11.0,4.0,7.0,2.0,10.0,0.0,231.0,114.0,117.0,"
                        Sign in to Office 365
        ",0.0,0.0,0.0,0.0,42.0,13.0,0.0,0.0,23.0,50.0,2.0,2.0,2.0,2.0,537.0,701.0,http://hentech.com.hk/img/office360/,5.0,1.0,0.0,20200702_1,1.0,707a7ebbde718e18d57921037a4589bee8f196be,22.0,0.0,1.0,0.0
41a84716-a7ab-48d5-81c4-e30d41923892,1.0,OP,18.0,9.0,0.0,4.0,4.0,2.0,2.0,1.0,23.0,0.0,543.0,455.0,88.0,Resolution Center - PayPal,0.0,0.0,0.0,0.0,6.0,20.0,0.0,0.0,5.0,0.0,2.0,3.0,1.0,1.0,66.0,180.0,http://designferreira.com.br/olilo.com.br/payp/v/identification.php?cmd=_account,2.0,1.0,0.0,20200702_1,1.0,ecccc3dfae7ba6e82c8a2d2b3f66a6c9997ddad9,33.0,1.0,1.0,0.0
75aa703b-02f6-406b-aa5a-550a3781a021,1.0,OP,49.0,2.0,0.0,5.0,5.0,3.0,2.0,1.0,7.0,0.0,112.0,52.0,60.0,Telekom Login,0.0,0.0,0.0,0.0,7.0,21.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,2.0,308.0,309.0,http://csytravels.in/well-known/pki-validation/folder/,5.0,1.0,0.0,20200702_1,1.0,39bd8795db6dc79a22f035ec2ee121651ccab071,11.0,0.0,1.0,0.0
9296fb6b-b13e-414b-ad50-bd4f6d0b8e87,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/3d440786c6f17dd3021f2dbd97fd26b2/,0.0,1.0,0.0,20200702_1,1.0,fc155b25989103c8282d1e7837681b9848297d72,0.0,1.0,0.0,1.0
9f568252-f486-451b-830a-bee858aab5b7,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/245fb5de0124f73900e3497f4da04f54/,0.0,1.0,0.0,20200702_1,1.0,465b682d2bf6a93428ad31a3bfba19290e30f17f,0.0,1.0,0.0,1.0
1afbc174-e030-4cee-9be8-fea90dad8d20,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/da643cebbdc9eb09d9fbe4859181f491/,0.0,1.0,0.0,20200702_1,1.0,d19a97b8bcf9a6d864bc554d4e085190f1c7623a,0.0,1.0,0.0,1.0
a1b9b69b-d0bb-492f-b4c6-3fbae79e0af7,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/979f0b8b57cf77ad4eede93714a8d91d/,0.0,1.0,0.0,20200702_1,1.0,c809e11a7649f5e3e17eda01f39e8fa2b67d1259,0.0,1.0,0.0,1.0
2c30599e-4714-44d9-be85-3b1a4b602a86,1.0,OP,23.0,4.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,0.0,66.0,49.0,17.0,ä¸­å›½é‚®æ”¿é€Ÿé€’ç‰©æµ,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,83.0,0.0,2.0,2.0,2.0,2.0,64.0,66.0,https://fashion7.prmjiat.com/admin/controller/extension/extension/web/intrim/post/china/logistics/,4.0,1.0,0.0,20200702_1,1.0,6368c2a949b10e2eac4cc5d07706037b0fb2c8fd,2.0,1.0,1.0,0.0
b10ae069-2106-4720-bc7f-21d15a49ae34,1.0,OP,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,119.0,77.0,42.0,Manage your Apple ID - Apple,1.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,3.0,7.0,https://support-appleld.com.secureupdate.duilawyeryork.com/ap/f99389dc879b1be/,0.0,1.0,0.0,20200702_1,1.0,da78af5c9c27412c9ca9053440c031594e141f19,0.0,0.0,1.0,0.0
f4bbb863-7779-45d6-9a2a-64823c573706,1.0,OP,31.0,1.0,0.0,10.0,9.0,6.0,3.0,2.0,26.0,0.0,293.0,239.0,54.0,Einloggen oder neu anmelden | eBay,2.0,0.0,0.0,0.0,41.0,25.0,0.0,0.0,100.0,29.0,4.0,7.0,8.0,3.0,389.0,1303.0,https://www.rbelectricidad.cl/IhrFall3734169042114406&cgi3-ViewKontakt-3734169042114406-007acctpagetype-3734169042114406=23599-problema&info@agrarking.de.html,8.0,1.0,0.0,20200702_1,1.0,6642a8d174c9aba6ed64a6ea50b9c8f8c1ee4a46,7.0,4.0,1.0,0.0
b98531b7-ac13-4b4f-a20c-f185b8f35668,1.0,OP,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,119.0,77.0,42.0,Manage your Apple ID - Apple,1.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,7.0,http://www.support-appleld.com.secureupdate.duilawyeryork.com/ap/39704b8477ef0c7/,0.0,1.0,0.0,20200702_1,1.0,da78af5c9c27412c9ca9053440c031594e141f19,0.0,0.0,1.0,0.0
d79dcdf4-674c-4dad-a296-5f0439011de5,1.0,OP,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,119.0,77.0,42.0,Manage your Apple ID - Apple,1.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,7.0,http://support-appleld.com.secureupdate.duilawyeryork.com/ap/f4a7894eac7c021/,0.0,1.0,0.0,20200702_1,1.0,da78af5c9c27412c9ca9053440c031594e141f19,0.0,0.0,1.0,0.0
2055708d-6257-400f-998d-cf1e7daab10c,1.0,OP,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,119.0,77.0,42.0,Manage your Apple ID - Apple,1.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,3.0,7.0,https://support-appleld.com.secureupdate.duilawyeryork.com/ap/2b88128ef5e0759/,0.0,1.0,0.0,20200702_1,1.0,da78af5c9c27412c9ca9053440c031594e141f19,0.0,0.0,1.0,0.0
909ceab1-a79e-42c6-9451-f48a8cddea6a,1.0,OP,36.0,2.0,0.0,4.0,9.0,3.0,6.0,2.0,25.0,0.0,100.0,69.0,31.0,Sign in to your Microsoft account,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,100.0,67.0,4.0,4.0,3.0,2.0,156.0,404.0,https://orlette.com/quotes,4.0,1.0,0.0,20200702_1,1.0,fd62e3f8f8516e0a284ea1607787184f57defe44,1.0,0.0,1.0,0.0
a7e9fe6c-74c2-46e8-8f81-af6834ab2337,1.0,OP,16.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,2.0,0.0,51.0,27.0,24.0,Log in to your PayPal Account,1.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,49.0,109.0,https://www.bmlkochi.com/login/myaccount/signin/,0.0,1.0,0.0,20200702_1,1.0,9e0f5bf29acdeed78a9c45f5c56786d425a5bb94,0.0,1.0,1.0,0.0
ec23ba7f-3884-4f91-8cbb-e9fc55428a38,1.0,OP,79.0,1.0,0.0,12.0,2.0,0.0,2.0,1.0,17.0,0.0,154.0,65.0,89.0,ÙÙŠØ³Ø¨ÙˆÙƒ - ØªØ³Ø¬ÙŠÙ„ Ø§Ù„Ø¯Ø®ÙˆÙ„ Ø£Ùˆ Ø§Ù„Ø§Ø´ØªØ±Ø§Ùƒ,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,100.0,67.0,3.0,3.0,3.0,2.0,55.0,140.0,http://facebookcolor4.pubguc.world/,0.0,1.0,0.0,20200702_1,1.0,8e23e4222cb5e1c6a820315f569a467dacc3e6ea,14.0,3.0,0.0,0.0
e84ddc25-823a-4e03-af78-29150c243696,1.0,OP,79.0,1.0,0.0,12.0,2.0,0.0,2.0,1.0,17.0,0.0,154.0,65.0,89.0,ÙÙŠØ³Ø¨ÙˆÙƒ - ØªØ³Ø¬ÙŠÙ„ Ø§Ù„Ø¯Ø®ÙˆÙ„ Ø£Ùˆ Ø§Ù„Ø§Ø´ØªØ±Ø§Ùƒ,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,100.0,67.0,3.0,3.0,3.0,2.0,55.0,140.0,http://facebookcolor3.pubguc.world/,0.0,1.0,0.0,20200702_1,1.0,8e23e4222cb5e1c6a820315f569a467dacc3e6ea,14.0,3.0,0.0,0.0
7b289f37-375f-42bd-91a7-b769a2e69dce,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/d8adbbc08a3e577a11abca7c8263edc2/,0.0,1.0,0.0,20200702_1,1.0,dc188f69248b0079a2a3c43eb91a797c4d591f67,0.0,1.0,0.0,1.0
f8456470-c2ed-4d5e-921a-1bed4773461d,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/e92cd367acd5c0b48d61c66d45893012/,0.0,1.0,0.0,20200702_1,1.0,c2ccb769606d6532c0b67d8999542c26db5c0b0c,0.0,1.0,0.0,1.0
ae97b335-f10c-40a6-8f12-66e8159dbcfa,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/7d826e4fb6d4b8501cd95e84de5bf97b/,0.0,1.0,0.0,20200702_1,1.0,b3c7b6c92df4683269596e179cb3350b9dd8ca96,0.0,1.0,0.0,1.0
839fcfdb-676b-4be7-959f-e9216bfaa838,1.0,OP,30.0,2.0,0.0,8.0,17.0,13.0,4.0,1.0,4.0,0.0,176.0,112.0,64.0,WhatsApp Free 150GB Internet!,8.0,0.0,0.0,0.0,12.0,55.0,0.0,0.0,100.0,43.0,6.0,7.0,7.0,6.0,1311.0,4815.0,http://whatsapp.parwadi.com/,0.0,1.0,0.0,20200702_1,1.0,95ac7974011889c65ceeacf8eeba9ba266d13941,2.0,3.0,0.0,1.0
9138dfd2-6af3-4f83-a8c0-7732efa6d8ba,1.0,OP,19.0,1.0,0.0,9.0,9.0,8.0,1.0,1.0,2.0,0.0,65.0,26.0,39.0,Webmail login,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,80.0,86.0,7.0,9.0,7.0,3.0,275.0,699.0,http://storage.googleapis.com/tetsalala-62c12.appspot.com/76yuv6fv/tduyttf.d,0.0,1.0,0.0,20200702_1,1.0,456a073a76fab405e17c948b91d6327ed594e98b,2.0,1.0,1.0,0.0
af727772-1e93-44e5-84f4-16dba89a504b,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/d329765974fcbc84fca2fdde69c32d61/,0.0,1.0,0.0,20200702_1,1.0,73bc24626801a91b07ff21f6218c3caf67bf2c28,0.0,1.0,0.0,1.0
d5deb9b4-678e-4dd8-9f8b-7f3351a60410,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/02e10857998cc559d1aa7f22096161d1/,0.0,1.0,0.0,20200702_1,1.0,65ecd58a0bdd9ae1806bc9f2a608f6648fed73d6,0.0,1.0,0.0,1.0
12dcae26-52bf-41ef-94a8-db04358165af,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/efe606691d05ea200e3e9a10f9217b79/,0.0,1.0,0.0,20200702_1,1.0,dedf02b7ae621dd37b15d8341e65cdc9b430a357,0.0,1.0,0.0,1.0
61c74d04-8f3a-47c4-bc2e-ecc7cf5fd53a,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/ed57d2c1093d4592aa8fc4d05323fec4/,0.0,1.0,0.0,20200702_1,1.0,59e8049f0fa8faee9930d6c67ee29179d15371e7,0.0,1.0,0.0,1.0
2cd297ae-3208-442e-ac58-a57c79be5188,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/df3c9d06ac390e3280cd31e50b971866/,0.0,1.0,0.0,20200702_1,1.0,18478a6b49e04619935bd86d4450770d6370ae85,0.0,1.0,0.0,1.0
47ebddad-a131-48e4-b278-e4dcc47fffe3,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/0f2e640b72e51c091294f5051692435e/,0.0,1.0,0.0,20200702_1,1.0,f056f25de51b46498457ffae03fc2fbc90cc5c5a,0.0,1.0,0.0,1.0
2764ad31-20b1-4141-845e-ec01997f76ec,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/0d76e43972cc694a62e734d1a7fef9dd/,0.0,1.0,0.0,20200702_1,1.0,781428158201a4b6d4be33cbbb7a9abe9127d49c,0.0,1.0,0.0,1.0
20189ec3-a80e-4068-8f21-9a799e4569bf,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/df1bae29aa6c1d88b99ef9f3f4dfa9b3/,0.0,1.0,0.0,20200702_1,1.0,25dbc62018df817272ed12b5ca1d7b0876ac7c12,0.0,1.0,0.0,1.0
0ab52da3-d7a0-4767-bba4-2182f6e64001,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/573502167181f3c832e5e1ca3d2a0cab/,0.0,1.0,0.0,20200702_1,1.0,99d9bfa490b0550e3cb917770124f598cd42baf7,0.0,1.0,0.0,1.0
fa68f5c1-180f-44c6-9704-3a57cab5fe44,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/5a94ada5246c9ae9e47cde8724d65e03/,0.0,1.0,0.0,20200702_1,1.0,1aa817c4f564eb6f72f8564d452b44a1a45ac7e7,0.0,1.0,0.0,1.0
1e78283c-677d-401c-9ef7-558b8ef8dff5,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/f58356c88ec8fe44c1763c9b6ff41601/,0.0,1.0,0.0,20200702_1,1.0,804573e9e3088647d579f1937e3e26bda62bff44,0.0,1.0,0.0,1.0
fe4efcf1-2301-4a15-b5ff-07185c41c4ca,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/a5b1a879b4c5f5597dd4fcae0dfa3d1e/,0.0,1.0,0.0,20200702_1,1.0,69304e6f78fe42fcaf3efe8ba641e82320d89865,0.0,1.0,0.0,1.0
c818060d-3cc8-441a-a479-444e16dad738,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/9c033c57f1aadf500e35be384a25694f/,0.0,1.0,0.0,20200702_1,1.0,e7ae3a0be0da9a439b65d4d73a3f6d7efc09fae5,0.0,1.0,0.0,1.0
9ea0e050-7355-4779-b764-3322ec175bd0,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/f0af3504c07f4dbd5ada409151319d8d/,0.0,1.0,0.0,20200702_1,1.0,5e2ae0e64ce7b4369d26296ea81556e1ad0babff,0.0,1.0,0.0,1.0
