UUID,label,source,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,Cookies,secure,session,httponly,JSGlobalVar,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,URL,OutGoingLinks,sensitive,session & httponly,folder,sensitive_label,hash_value,span,button,sensitive_case1,sensitive_case2,sensitive_case3,sensitive_case4
17ad9c29-5a7c-4e67-96c2-570742d49fd4,1.0,PT,38.0,5.0,0.0,17.0,4.0,1.0,3.0,0.0,0.0,0.0,149.0,62.0,87.0,"Droptop-cs.com Counter-Strike - Best Settings & Gaming Gear Guides for CS:GO, Source & 1.6",1.0,0.0,0.0,1.0,16.0,8.0,0.0,0.0,88.0,100.0,1.0,1.0,1.0,1.0,140.0,367.0,http://reithracsellidi.tk/,0.0,0.0,0.0,20200702_2,1.0,a22437e928c324e167a891e867ceb6f8d3936c87,6.0,2.0,0.0,0.0,0.0,0.0
fc8eeffb-d494-43bd-bf8b-a2e75ebee5bb,1.0,PT,280.0,4.0,0.0,32.0,8.0,5.0,3.0,0.0,0.0,0.0,402.0,72.0,330.0,Steam Community,2.0,0.0,0.0,0.0,37.0,29.0,0.0,0.0,100.0,57.0,7.0,7.0,7.0,2.0,437.0,1357.0,https://sinchamax220402.000webhostapp.com/Steam-Community-4,13.0,0.0,0.0,20200702_2,1.0,41c48fed629f1391fa5e883353eab4b0569a35fc,13.0,0.0,0.0,0.0,0.0,0.0
164a43a0-1f78-4f6d-bb95-978741f0f0a3,1.0,PT,286.0,4.0,0.0,32.0,8.0,5.0,3.0,0.0,0.0,0.0,411.0,74.0,337.0,Steam Community,2.0,0.0,0.0,0.0,37.0,29.0,0.0,0.0,100.0,57.0,7.0,7.0,7.0,2.0,434.0,1335.0,https://sassosassino420.000webhostapp.com/Steam-Community-7,15.0,0.0,0.0,20200702_2,1.0,77d546bb1eea553829d35892c5b00df0a7d408c0,15.0,0.0,0.0,0.0,0.0,0.0
eac0313a-64f1-442c-ae73-e7229d27e714,1.0,PT,1396.0,66.0,0.0,232.0,8.0,5.0,3.0,0.0,0.0,0.0,1849.0,272.0,1577.0,Steam Community,2.0,0.0,0.0,0.0,37.0,71.0,0.0,0.0,100.0,38.0,8.0,9.0,8.0,3.0,332.0,1494.0,https://sassosassino420.000webhostapp.com/Steam-Community-3,65.0,0.0,0.0,20200702_2,1.0,fdf0d2eca59eae1ee5e637972802512da0a45885,11.0,0.0,0.0,0.0,0.0,0.0
414df459-4ec7-409c-a934-92566556288e,1.0,PT,286.0,4.0,0.0,32.0,8.0,5.0,3.0,0.0,0.0,0.0,411.0,74.0,337.0,Steam Community,2.0,0.0,0.0,0.0,37.0,29.0,0.0,0.0,100.0,57.0,7.0,7.0,7.0,2.0,435.0,1334.0,https://sassosassino420.000webhostapp.com/Steam-Community,14.0,0.0,0.0,20200702_2,1.0,b5653788f0a940e0fb9dd8711d79b2ebafb915c1,15.0,0.0,0.0,0.0,0.0,0.0
ce1d07ff-51a8-4336-a67a-1e93fad785ac,1.0,PT,45.0,2.0,0.0,4.0,4.0,4.0,0.0,0.0,6.0,0.0,112.0,45.0,67.0,Sign in,1.0,0.0,0.0,1.0,140.0,31.0,0.0,0.0,0.0,80.0,4.0,6.0,5.0,3.0,203.0,448.0,http://site9434107.92.webydo.com/,0.0,0.0,0.0,20200702_2,1.0,0d65b96311f973d0b337fa96be4b0bfce068f9bd,0.0,0.0,0.0,0.0,0.0,0.0
dbe58965-47a3-4c80-b6a9-4d2636ca6874,1.0,PT,45.0,2.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,119.0,20.0,99.0,Log in | WeTransfer,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,100.0,50.0,2.0,2.0,2.0,1.0,234.0,493.0,https://colegioviktorfrankl.edu.mx/wetransfer/wT/,0.0,0.0,0.0,20200702_2,1.0,7ec938b079fa5a30cac15165067e51594a3ba927,12.0,4.0,0.0,0.0,0.0,0.0
d77e8363-51fa-4de8-af9b-4c00c4135d8a,1.0,PT,36.0,4.0,2.0,3.0,5.0,2.0,3.0,0.0,0.0,0.0,80.0,66.0,14.0,sucurusalvirtualtransaccionesbancolombia.com,3.0,2.0,0.0,1.0,29.0,16.0,0.0,0.0,38.0,33.0,5.0,7.0,6.0,4.0,194.0,448.0,http://sucurusalvirtualtransaccionesbancolombia.com/,4.0,0.0,0.0,20200702_2,1.0,b066ef088e8e7f399749bd79842f236806e90b1e,3.0,5.0,0.0,0.0,0.0,0.0
c0c9e3bd-65c9-4ee8-96e9-99490bd82ffb,1.0,PT,20.0,3.0,0.0,5.0,8.0,7.0,1.0,0.0,3.0,0.0,81.0,39.0,42.0,Yaho0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,86.0,83.0,7.0,8.0,7.0,3.0,171.0,609.0,https://firebasestorage.googleapis.com/v0/b/phlibarspamkrnalagahou.appspot.com/o/gh-n-yj-5-r-y%2Fet-3-rw-vc.html?alt=media&token=6c2b213b-4a0f-48a2-a38a-2f46bb98925a,0.0,0.0,0.0,20200702_2,1.0,a992e4a54b9863c46a32a68fe84f7af20ac0fdd2,13.0,3.0,0.0,0.0,0.0,0.0
1ae36143-228e-4d60-976c-975668a34011,1.0,PT,162.0,4.0,0.0,55.0,19.0,8.0,11.0,0.0,0.0,0.0,416.0,192.0,224.0,PayPal Sicherheit | PayPal CH,12.0,12.0,5.0,7.0,19.0,25.0,0.0,0.0,100.0,25.0,4.0,5.0,3.0,3.0,613.0,1840.0,https://www.oncecall.in/css/imagecache/vgf.32454,1.0,0.0,2.0,20200702_2,1.0,5a38fcb036980f571349e9ab746ba23e2217c630,5.0,3.0,0.0,0.0,0.0,0.0
cb11a469-0f1a-4697-af8f-24e6b119b10b,1.0,PT,21.0,2.0,0.0,0.0,4.0,1.0,3.0,0.0,15.0,0.0,64.0,21.0,43.0,Connectez-vous Ã  votre compte PayPal,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,100.0,50.0,2.0,2.0,3.0,2.0,246.0,305.0,https://cniresearchltd.com/admin/summernote/plugin/specialchars/config-information-compte.php,0.0,0.0,0.0,20200702_2,1.0,5847dad14aaecfcd8b05ab764a91330ae124c73c,0.0,3.0,0.0,0.0,0.0,0.0
4d5483dc-b34d-45af-bbe3-33533450b0de,1.0,PT,84.0,25.0,0.0,59.0,9.0,7.0,2.0,0.0,2.0,0.0,317.0,191.0,126.0,Netflix Gratuit | Compte Android/iOS/PC ,0.0,0.0,0.0,0.0,36.0,38.0,0.0,0.0,97.0,50.0,5.0,5.0,5.0,3.0,628.0,668.0,https://comptenetflixgratuit.club/generateurr,1.0,0.0,0.0,20200702_2,1.0,c87e7151ed0bf1b659fb677379f3757f631c61be,30.0,6.0,0.0,0.0,0.0,0.0
022881a4-c35b-4f9a-8711-fb93a491a938,1.0,PT,190.0,10.0,0.0,68.0,19.0,8.0,11.0,0.0,0.0,0.0,534.0,237.0,297.0,Mit PayPal rundum sicher geschÃ¼tzt,12.0,12.0,5.0,7.0,19.0,29.0,0.0,0.0,100.0,20.0,4.0,5.0,4.0,4.0,609.0,2069.0,http://nirmalind.com/shop/wp-admin/includes/9644iui_3636,7.0,0.0,2.0,20200702_2,1.0,82a29b03d10ed2e36aea7a5dc2687ef7eed45cdb,3.0,3.0,0.0,0.0,0.0,0.0
cf14cc56-f8d6-49cb-b2a3-f9264a31300c,1.0,PT,70.0,7.0,0.0,9.0,2.0,1.0,1.0,0.0,2.0,0.0,106.0,45.0,61.0,Sign in to Outlook,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,17.0,67.0,3.0,3.0,3.0,2.0,437.0,519.0,http://pattybarrueta.com/dale/somersetpm/office/,0.0,0.0,0.0,20200702_3,1.0,2940acbd9c5071f936e8b5b32256b7fc56ccb804,4.0,2.0,0.0,0.0,0.0,0.0
b1d6b1e1-75cf-45a3-bee1-86e9a5629926,1.0,PT,5.0,1.0,0.0,4.0,5.0,0.0,5.0,1.0,3.0,0.0,97.0,97.0,0.0,OneDrive Cloud for ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,29.0,29.0,http://santaremplay.com.br/.onedrivee/2hosts/error.php?email=,0.0,0.0,0.0,20200702_3,1.0,47d8d246bf89bb50f352c0172436a6b761f0ce65,0.0,0.0,0.0,0.0,0.0,0.0
33ccd214-894a-4b8c-b168-db62aa9518f0,1.0,PT,108.0,9.0,1.0,110.0,12.0,8.0,4.0,0.0,0.0,0.0,539.0,227.0,312.0,Login - Mail.Ru,0.0,0.0,0.0,0.0,17.0,42.0,0.0,0.0,7.0,20.0,5.0,7.0,6.0,3.0,633.0,1552.0,http://preparedplans.com/wp/mail.ru/,72.0,0.0,0.0,20200702_3,1.0,e95fe85d2f6a05026b5b96db5f6f7302f296f21d,57.0,2.0,0.0,0.0,0.0,0.0
4c454a6c-3474-49fa-b52e-0c5e27ef5d59,1.0,PT,22.0,4.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,54.0,47.0,7.0,æŸ¥æ‰¾æˆ‘çš„ iPhone,1.0,0.0,1.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,117.0,236.0,http://216.83.55.154/mim/2hi91w79p8030281310y14058cl9u959e215u46f2315c4lq36.html,0.0,0.0,0.0,20200702_3,1.0,5eec505114fa840aafe8d359f6bb61b37b6eb9d4,1.0,0.0,0.0,0.0,0.0,0.0
93598112-26b7-4fe1-8c3c-42a35faa6c35,1.0,PT,20.0,3.0,0.0,3.0,8.0,7.0,1.0,0.0,4.0,0.0,80.0,42.0,38.0,webamiI,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,100.0,86.0,7.0,8.0,8.0,3.0,552.0,1151.0,https://storage.googleapis.com/bf8734f9wg937hfuwbfug9hftu57.appspot.com/bv8%203tf%20g7wf/dhbfy%20rgf%20ibw#,0.0,0.0,0.0,20200702_3,1.0,75f6071091fa714c434f0e05d20572484b436784,12.0,2.0,0.0,0.0,0.0,0.0
f85d1b67-28b8-40ae-9ab6-4e8351202849,1.0,PT,12.0,2.0,0.0,5.0,10.0,7.0,3.0,0.0,0.0,0.0,112.0,84.0,28.0,"Gmail Erstellen | Gmail Konto Erstellen : Adresse, Account",3.0,0.0,0.0,0.0,15.0,19.0,0.0,0.0,100.0,67.0,6.0,6.0,5.0,2.0,258.0,497.0,https://gmailerstellen.de/,1.0,0.0,0.0,20200702_3,1.0,1189d2b72d3998229c47d6b9ad5047c4b7a7e71c,2.0,0.0,0.0,0.0,0.0,0.0
487636b9-9e78-49e1-9aab-69c06eca0af8,1.0,PT,72.0,2.0,2.0,1.0,8.0,4.0,4.0,0.0,3.0,0.0,2825.0,2735.0,90.0,Email Security and Phish/Spam Filter Update,4.0,0.0,0.0,0.0,32.0,34.0,0.0,0.0,68.0,71.0,7.0,8.0,7.0,5.0,4792.0,5318.0,http://emailfilter-update.sitebeat.site/,1.0,0.0,0.0,20200702_3,1.0,0ffe94d11165b7c48a354958071ad8ba839d4669,8.0,1.0,0.0,0.0,0.0,0.0
01658573-3c43-45eb-aa38-fd5dbae7c344,1.0,PT,170.0,8.0,0.0,7.0,12.0,9.0,3.0,0.0,3.0,0.0,265.0,48.0,217.0,"
Entrarsuporte-br",1.0,0.0,0.0,0.0,41.0,33.0,0.0,0.0,67.0,100.0,8.0,9.0,8.0,1.0,226.0,734.0,http://www.xweb.io/free/entrarsuporte/entrarsuporte-br,5.0,0.0,0.0,20200702_3,1.0,83c9ba2867bd6f4ae9f429f78faebca3ada4d36b,3.0,2.0,0.0,0.0,0.0,0.0
7f10a17b-903c-46d8-abda-b11094af0bfc,1.0,PT,37.0,16.0,0.0,5.0,8.0,5.0,3.0,0.0,3.0,0.0,411.0,355.0,56.0,Paypal Money adder Online,0.0,0.0,0.0,0.0,15.0,33.0,0.0,0.0,82.0,0.0,2.0,2.0,2.0,1.0,946.0,1307.0,http://grabyourcode.com/paypal/adder/index.html,1.0,0.0,0.0,20200702_3,1.0,e5399353fe14524e86969ada18fcfa9818a4838c,9.0,2.0,0.0,0.0,0.0,0.0
189fc180-69f6-411f-852e-b226df1afc60,1.0,PT,69.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,10.0,0.0,150.0,53.0,97.0,Home,1.0,0.0,0.0,1.0,140.0,29.0,0.0,0.0,0.0,83.0,4.0,6.0,6.0,3.0,142.0,400.0,http://site9552191.92.webydo.com/,0.0,0.0,0.0,20200702_3,1.0,e6a4622b4dd282fdf6fde23172960c8ec219d23b,0.0,0.0,0.0,0.0,0.0,0.0
503bd1d1-33b9-4724-ad5c-abd00ed804be,1.0,PT,16.0,0.0,0.0,1.0,5.0,3.0,2.0,0.0,2.0,0.0,59.0,40.0,19.0, Rocky Liker | Token Generator,3.0,0.0,0.0,0.0,13.0,32.0,0.0,0.0,19.0,86.0,7.0,7.0,7.0,3.0,239.0,788.0,http://rockysite.net/i_logins/,1.0,0.0,0.0,20200702_3,1.0,f991a69a0ac24f4a2b043dcf4be599c072490539,0.0,1.0,0.0,0.0,0.0,0.0
2354b053-62de-45dd-a469-625cfa84d46a,1.0,PT,53.0,5.0,1.0,35.0,16.0,14.0,2.0,0.0,2.0,0.0,177.0,89.0,88.0,Yolikers | Generate Auto Liker Token,5.0,0.0,1.0,1.0,96.0,41.0,0.0,0.0,100.0,64.0,11.0,16.0,12.0,3.0,502.0,1386.0,https://yolikers.com/token_gen.php,4.0,0.0,0.0,20200702_3,1.0,134d748594fdf91653207a8d4312a5218c6648c7,5.0,2.0,0.0,0.0,0.0,0.0
de36862b-05dc-4078-a62f-2bd96d9ed3c0,1.0,PT,283.0,2.0,1.0,0.0,11.0,5.0,6.0,0.0,2.0,0.0,350.0,51.0,299.0,Black Wolf,3.0,1.0,1.0,1.0,41.0,15.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,793.0,2627.0,https://worldativelion.my-free.website/,0.0,0.0,0.0,20200702_3,1.0,49473e75863ff0b028bc420884364d138544cf3b,11.0,0.0,0.0,0.0,0.0,0.0
2394d3b4-4310-4636-9a8a-a3a74cf3cb68,1.0,PT,154.0,1.0,1.0,0.0,11.0,5.0,6.0,0.0,2.0,0.0,214.0,46.0,168.0,Home,3.0,1.0,1.0,1.0,41.0,13.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,595.0,2398.0,https://skk-mailservice.my-free.website/,0.0,0.0,0.0,20200702_3,1.0,403631f2844b27e3c58a7996c4e8928e7e999fc7,9.0,0.0,0.0,0.0,0.0,0.0
b363f0ca-d451-4204-84c3-a5946a909d56,1.0,PT,177.0,0.0,4.0,0.0,13.0,7.0,6.0,0.0,3.0,1.0,247.0,59.0,188.0,HOME,3.0,1.0,1.0,1.0,50.0,17.0,0.0,0.0,100.0,67.0,8.0,9.0,10.0,3.0,919.0,2844.0,https://segurana.my-free.website/,0.0,0.0,0.0,20200702_3,1.0,f6be657fde2f54c9536d438db1c14f82de07367c,12.0,0.0,0.0,0.0,0.0,0.0
833a5f60-fb04-499c-85da-c92c6161df07,1.0,PT,656.0,3.0,1.0,12.0,11.0,5.0,6.0,0.0,3.0,0.0,784.0,72.0,712.0,Home,3.0,1.0,1.0,1.0,41.0,19.0,0.0,0.0,100.0,50.0,6.0,8.0,9.0,3.0,1362.0,3357.0,https://customerservicesupport.my-free.website/,3.0,0.0,0.0,20200702_3,1.0,4a5ce08c5ccf6c0764f6dd360624c4f7d39c28ad,43.0,0.0,0.0,0.0,0.0,0.0
dac46a4f-f6dd-4f51-b7d6-69afebc61855,1.0,PT,361.0,1.0,6.0,0.0,13.0,7.0,6.0,0.0,8.0,2.0,457.0,63.0,394.0,Grossmont-Cuyamaca Community College District,3.0,1.0,1.0,1.0,50.0,19.0,0.0,0.0,100.0,67.0,8.0,9.0,10.0,3.0,803.0,2838.0,https://mailgcccdeduowa.my-free.website/,0.0,0.0,0.0,20200702_3,1.0,d314e7b38b9c04a5d04f00f23ce0a2ac498185ed,29.0,0.0,0.0,0.0,0.0,0.0
4c64be56-1005-47f9-9b73-544e16c0f7f8,1.0,PT,40.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,6.0,0.0,93.0,41.0,52.0,My Email Login,1.0,0.0,0.0,1.0,140.0,29.0,0.0,0.0,0.0,80.0,4.0,6.0,5.0,3.0,135.0,374.0,http://site9423773.92.webydo.com/,0.0,0.0,0.0,20200702_3,1.0,6af8762565ad4cbdd9831ea02558203fb5bb847b,0.0,0.0,0.0,0.0,0.0,0.0
20a6f837-5fb0-459f-ba9d-c7eeb423e61a,1.0,PT,42.0,2.0,0.0,4.0,4.0,4.0,0.0,0.0,6.0,0.0,109.0,46.0,63.0,My Email Login,1.0,0.0,0.0,1.0,140.0,30.0,0.0,0.0,0.0,83.0,4.0,6.0,6.0,3.0,151.0,395.0,http://site9423623.92.webydo.com/,0.0,0.0,0.0,20200702_3,1.0,ab0628a25d0f3dede0c00388b173a90b58b4d3d7,0.0,0.0,0.0,0.0,0.0,0.0
84251320-1618-4db7-a4ee-4b4a5e995485,1.0,PT,309.0,2.0,1.0,5.0,11.0,5.0,6.0,0.0,2.0,0.0,393.0,48.0,345.0,HOME,3.0,1.0,1.0,1.0,41.0,16.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,702.0,2539.0,https://smsverificationmms.myfreesites.net/,0.0,0.0,0.0,20200702_3,1.0,bfd617207d54f9e36073a649edbac2f0a030bdc6,25.0,0.0,0.0,0.0,0.0,0.0
43111379-b8c1-45b4-9c79-c9a3a694ac8e,1.0,PT,158.0,2.0,1.0,0.0,11.0,5.0,6.0,0.0,2.0,0.0,221.0,49.0,172.0,HOME,3.0,1.0,1.0,1.0,41.0,15.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,658.0,2460.0,https://smsorangephonemail.myfreesites.net/,0.0,0.0,0.0,20200702_3,1.0,b8d1636b4ca76f41332bbce8ffa6e7f6e7a25c47,10.0,0.0,0.0,0.0,0.0,0.0
7f8832ee-42a0-4962-8245-b28ba4cee47e,1.0,PT,166.0,1.0,1.0,0.0,11.0,5.0,6.0,0.0,2.0,0.0,231.0,53.0,178.0,HOME,3.0,1.0,1.0,1.0,41.0,14.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,674.0,2479.0,https://prosxsiuser.myfreesites.net/,0.0,0.0,0.0,20200702_3,1.0,e25ef9992cfe1a4a8975c09f461957d43c447381,10.0,0.0,0.0,0.0,0.0,0.0
c93c52b2-7ad6-45ac-ae2b-32fa868a1bc4,1.0,PT,65.0,4.0,0.0,1.0,18.0,14.0,4.0,0.0,4.0,0.0,129.0,40.0,89.0,"
SECURE-SERVER",1.0,0.0,0.0,0.0,50.0,44.0,0.0,0.0,64.0,100.0,11.0,12.0,11.0,2.0,468.0,1249.0,http://www.imxprs.com/free/verynize/secure-server,0.0,0.0,0.0,20200702_3,1.0,fdbd029bdf0673a6349e95a3db6a3867c43f09d6,3.0,1.0,0.0,0.0,0.0,0.0
7e8a05de-10de-4c78-94fe-2c3d97de9255,1.0,PT,91.0,6.0,0.0,2.0,18.0,14.0,4.0,0.0,4.0,0.0,169.0,51.0,118.0,"
owa\web",2.0,0.0,0.0,0.0,50.0,48.0,0.0,0.0,67.0,100.0,11.0,12.0,10.0,2.0,1041.0,1833.0,http://www.imxprs.com/free/emailupdatee/owaweb,0.0,0.0,0.0,20200702_3,1.0,84d008015e1164707884c77ceb0194500934c6cd,3.0,1.0,0.0,0.0,0.0,0.0
0a602f9c-a088-4d96-b6fc-6b50e010414f,1.0,PT,172.0,1.0,1.0,0.0,12.0,6.0,6.0,0.0,2.0,0.0,245.0,63.0,182.0,Home,3.0,1.0,1.0,1.0,53.0,15.0,0.0,0.0,100.0,63.0,6.0,9.0,8.0,3.0,639.0,2518.0,http://vtxmail2018.myfreesites.net/,0.0,0.0,0.0,20200702_3,1.0,a7c2938c0dcfd093a7a3b7daad3f33046e302d79,16.0,0.0,0.0,0.0,0.0,0.0
661dfa95-3694-47de-8bd1-2e1b8587f1e0,1.0,PT,149.0,1.0,1.0,0.0,11.0,5.0,6.0,0.0,2.0,0.0,214.0,52.0,162.0,Welcome,3.0,1.0,1.0,1.0,41.0,14.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,650.0,2447.0,http://smsenligne.myfreesites.net/,0.0,0.0,0.0,20200702_3,1.0,b33c6a1fef8e41f6f74aac67ef8264aecb21bc2e,11.0,0.0,0.0,0.0,0.0,0.0
3d440283-611b-4c12-803e-df1d91355f93,1.0,PT,171.0,2.0,1.0,0.0,11.0,5.0,6.0,0.0,2.0,0.0,238.0,52.0,186.0,Home,3.0,1.0,1.0,1.0,41.0,16.0,0.0,0.0,100.0,50.0,6.0,8.0,9.0,3.0,602.0,2411.0,http://smsorangesmsmessage.myfreesites.net/,0.0,0.0,0.0,20200702_3,1.0,09fba2f9abbe7f8f22a4a0b705fc805b54abc02e,12.0,0.0,0.0,0.0,0.0,0.0
eed2a9de-6f76-4f9b-b3de-57e806ad37d2,1.0,PT,152.0,2.0,1.0,0.0,11.0,5.0,6.0,0.0,2.0,0.0,216.0,50.0,166.0,Home,3.0,1.0,1.0,1.0,41.0,15.0,0.0,0.0,100.0,57.0,6.0,7.0,8.0,3.0,671.0,2469.0,http://vxdse.myfreesites.net/,0.0,0.0,0.0,20200702_3,1.0,53dcee0a0b0344aa4ec32a228024277c6c3ddf0c,11.0,0.0,0.0,0.0,0.0,0.0
