UUID,label,source,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,Cookies,secure,session,httponly,JSGlobalVar,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,URL,OutGoingLinks,sensitive,session & httponly,folder,sensitive_label,hash_value
f22e83f5-2bc4-4eba-a632-e9115380115a,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/f3959c0e7cdbe2a5d80f886d93a3d03c/,0.0,1.0,0.0,20200702_1,1.0,3189e66f577be46e221c74860d837b345281c871
aa75c9d9-7e1c-4367-a315-9597e66193bc,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/260191ecc6c8147b3aa3db37d5f4da8e/,0.0,1.0,0.0,20200702_1,1.0,860b34553f020d7d87c8f79bfa6e0e73ea8c5d18
5d3dbea4-3f5a-47f8-bbf9-24d0d93a0a11,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/e83b5212833354ad62612b19fbfd5ec9/,0.0,1.0,0.0,20200702_1,1.0,48d0b3eddb1eb2f592a6b1dc648323ae182131ad
24aa8f4b-d337-46b8-89cc-ee27e3e87816,1.0,OP,86.0,5.0,0.0,13.0,11.0,4.0,7.0,2.0,10.0,0.0,231.0,114.0,117.0,"
                        Sign in to Office 365
        ",0.0,0.0,0.0,0.0,42.0,13.0,0.0,0.0,23.0,50.0,2.0,2.0,2.0,2.0,537.0,701.0,http://hentech.com.hk/img/office360/,5.0,1.0,0.0,20200702_1,1.0,6beba2d88a02e07b7025e305dc24a82ab3c00d0a
41a84716-a7ab-48d5-81c4-e30d41923892,1.0,OP,18.0,9.0,0.0,4.0,4.0,2.0,2.0,1.0,23.0,0.0,543.0,455.0,88.0,Resolution Center - PayPal,0.0,0.0,0.0,0.0,6.0,20.0,0.0,0.0,5.0,0.0,2.0,3.0,1.0,1.0,66.0,180.0,http://designferreira.com.br/olilo.com.br/payp/v/identification.php?cmd=_account,2.0,1.0,0.0,20200702_1,1.0,f4b4f65b0bce6f5b5167f5e3ea0814523ee410b0
75aa703b-02f6-406b-aa5a-550a3781a021,1.0,OP,49.0,2.0,0.0,5.0,5.0,3.0,2.0,1.0,7.0,0.0,112.0,52.0,60.0,Telekom Login,0.0,0.0,0.0,0.0,7.0,21.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,2.0,308.0,309.0,http://csytravels.in/well-known/pki-validation/folder/,5.0,1.0,0.0,20200702_1,1.0,b34017ae6de0632cf63bda0b1ed4db9a50fcd886
9296fb6b-b13e-414b-ad50-bd4f6d0b8e87,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/3d440786c6f17dd3021f2dbd97fd26b2/,0.0,1.0,0.0,20200702_1,1.0,74447444bf6fce158efad419dfc3861dd0428859
9f568252-f486-451b-830a-bee858aab5b7,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/245fb5de0124f73900e3497f4da04f54/,0.0,1.0,0.0,20200702_1,1.0,785c21ca5348c5c3a98127d179daacda050d8777
1afbc174-e030-4cee-9be8-fea90dad8d20,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/da643cebbdc9eb09d9fbe4859181f491/,0.0,1.0,0.0,20200702_1,1.0,b7cc39c11ea1e1819bb7d139a10fdc6af612227b
a1b9b69b-d0bb-492f-b4c6-3fbae79e0af7,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/979f0b8b57cf77ad4eede93714a8d91d/,0.0,1.0,0.0,20200702_1,1.0,284b40929d4a6924a7c2228add327bafed71921c
2c30599e-4714-44d9-be85-3b1a4b602a86,1.0,OP,23.0,4.0,0.0,9.0,2.0,0.0,2.0,1.0,2.0,0.0,66.0,49.0,17.0,ä¸­å›½é‚®æ”¿é€Ÿé€’ç‰©æµ,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,83.0,0.0,2.0,2.0,2.0,2.0,64.0,66.0,https://fashion7.prmjiat.com/admin/controller/extension/extension/web/intrim/post/china/logistics/,4.0,1.0,0.0,20200702_1,1.0,bea47f09e863e0c5e2300c078f926aac21698e82
b10ae069-2106-4720-bc7f-21d15a49ae34,1.0,OP,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,119.0,77.0,42.0,Manage your Apple ID - Apple,1.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,3.0,7.0,https://support-appleld.com.secureupdate.duilawyeryork.com/ap/f99389dc879b1be/,0.0,1.0,0.0,20200702_1,1.0,ad764037df09e449143d6c11a6fab4851c8e3bac
f4bbb863-7779-45d6-9a2a-64823c573706,1.0,OP,31.0,1.0,0.0,10.0,9.0,6.0,3.0,2.0,26.0,0.0,293.0,239.0,54.0,Einloggen oder neu anmelden | eBay,2.0,0.0,0.0,0.0,41.0,25.0,0.0,0.0,100.0,29.0,4.0,7.0,8.0,3.0,389.0,1303.0,https://www.rbelectricidad.cl/IhrFall3734169042114406&cgi3-ViewKontakt-3734169042114406-007acctpagetype-3734169042114406=23599-problema&info@agrarking.de.html,8.0,1.0,0.0,20200702_1,1.0,3dc436f5cc5ebcd4c6a683d42c87ad18a45e3b64
b98531b7-ac13-4b4f-a20c-f185b8f35668,1.0,OP,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,119.0,77.0,42.0,Manage your Apple ID - Apple,1.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,7.0,http://www.support-appleld.com.secureupdate.duilawyeryork.com/ap/39704b8477ef0c7/,0.0,1.0,0.0,20200702_1,1.0,ad764037df09e449143d6c11a6fab4851c8e3bac
d79dcdf4-674c-4dad-a296-5f0439011de5,1.0,OP,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,119.0,77.0,42.0,Manage your Apple ID - Apple,1.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,7.0,http://support-appleld.com.secureupdate.duilawyeryork.com/ap/f4a7894eac7c021/,0.0,1.0,0.0,20200702_1,1.0,ad764037df09e449143d6c11a6fab4851c8e3bac
2055708d-6257-400f-998d-cf1e7daab10c,1.0,OP,23.0,3.0,0.0,27.0,5.0,5.0,0.0,1.0,5.0,0.0,119.0,77.0,42.0,Manage your Apple ID - Apple,1.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,3.0,7.0,https://support-appleld.com.secureupdate.duilawyeryork.com/ap/2b88128ef5e0759/,0.0,1.0,0.0,20200702_1,1.0,ad764037df09e449143d6c11a6fab4851c8e3bac
909ceab1-a79e-42c6-9451-f48a8cddea6a,1.0,OP,36.0,2.0,0.0,4.0,9.0,3.0,6.0,2.0,25.0,0.0,100.0,69.0,31.0,Sign in to your Microsoft account,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,100.0,67.0,4.0,4.0,3.0,2.0,156.0,404.0,https://orlette.com/quotes,4.0,1.0,0.0,20200702_1,1.0,5c800572905a5e8d6bf68e336f0193e7e5cad0cc
a7e9fe6c-74c2-46e8-8f81-af6834ab2337,1.0,OP,16.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,2.0,0.0,51.0,27.0,24.0,Log in to your PayPal Account,1.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,100.0,0.0,1.0,1.0,1.0,1.0,49.0,109.0,https://www.bmlkochi.com/login/myaccount/signin/,0.0,1.0,0.0,20200702_1,1.0,4b2e90707267ed658d4420c267a0a3496611a8b2
ec23ba7f-3884-4f91-8cbb-e9fc55428a38,1.0,OP,79.0,1.0,0.0,12.0,2.0,0.0,2.0,1.0,17.0,0.0,154.0,65.0,89.0,ÙÙŠØ³Ø¨ÙˆÙƒ - ØªØ³Ø¬ÙŠÙ„ Ø§Ù„Ø¯Ø®ÙˆÙ„ Ø£Ùˆ Ø§Ù„Ø§Ø´ØªØ±Ø§Ùƒ,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,100.0,67.0,3.0,3.0,3.0,2.0,55.0,140.0,http://facebookcolor4.pubguc.world/,0.0,1.0,0.0,20200702_1,1.0,9940b2121dff238ee70a73549ccc8b5bcb5d3a50
e84ddc25-823a-4e03-af78-29150c243696,1.0,OP,79.0,1.0,0.0,12.0,2.0,0.0,2.0,1.0,17.0,0.0,154.0,65.0,89.0,ÙÙŠØ³Ø¨ÙˆÙƒ - ØªØ³Ø¬ÙŠÙ„ Ø§Ù„Ø¯Ø®ÙˆÙ„ Ø£Ùˆ Ø§Ù„Ø§Ø´ØªØ±Ø§Ùƒ,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,100.0,67.0,3.0,3.0,3.0,2.0,55.0,140.0,http://facebookcolor3.pubguc.world/,0.0,1.0,0.0,20200702_1,1.0,9940b2121dff238ee70a73549ccc8b5bcb5d3a50
7b289f37-375f-42bd-91a7-b769a2e69dce,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/d8adbbc08a3e577a11abca7c8263edc2/,0.0,1.0,0.0,20200702_1,1.0,76689948084509427ab08d12a00d86e5e931a791
f8456470-c2ed-4d5e-921a-1bed4773461d,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/e92cd367acd5c0b48d61c66d45893012/,0.0,1.0,0.0,20200702_1,1.0,5fc34fac36cb4213504cd90d343da892f070d3e7
ae97b335-f10c-40a6-8f12-66e8159dbcfa,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/7d826e4fb6d4b8501cd95e84de5bf97b/,0.0,1.0,0.0,20200702_1,1.0,777cd33705c8905ce694ffd8a55c2040a27b5d2e
839fcfdb-676b-4be7-959f-e9216bfaa838,1.0,OP,30.0,2.0,0.0,8.0,17.0,13.0,4.0,1.0,4.0,0.0,176.0,112.0,64.0,WhatsApp Free 150GB Internet!,8.0,0.0,0.0,0.0,12.0,55.0,0.0,0.0,100.0,43.0,6.0,7.0,7.0,6.0,1311.0,4815.0,http://whatsapp.parwadi.com/,0.0,1.0,0.0,20200702_1,1.0,0965925b7273cbd7f42faa7bb8296e2a809be6a5
9138dfd2-6af3-4f83-a8c0-7732efa6d8ba,1.0,OP,19.0,1.0,0.0,9.0,9.0,8.0,1.0,1.0,2.0,0.0,65.0,26.0,39.0,Webmail login,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,80.0,86.0,7.0,9.0,7.0,3.0,275.0,699.0,http://storage.googleapis.com/tetsalala-62c12.appspot.com/76yuv6fv/tduyttf.d,0.0,1.0,0.0,20200702_1,1.0,8b5641c97ebba920fc2e91e56929ad7a5bb18c1d
af727772-1e93-44e5-84f4-16dba89a504b,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/d329765974fcbc84fca2fdde69c32d61/,0.0,1.0,0.0,20200702_1,1.0,216f9c7621a38ac191468d632cd0a40ae5a82ac4
d5deb9b4-678e-4dd8-9f8b-7f3351a60410,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/02e10857998cc559d1aa7f22096161d1/,0.0,1.0,0.0,20200702_1,1.0,6b80b85dd8b4cb200b29e22fbc7818b222722455
12dcae26-52bf-41ef-94a8-db04358165af,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/efe606691d05ea200e3e9a10f9217b79/,0.0,1.0,0.0,20200702_1,1.0,3a62003c91a90a79d927265ef6d1a52a139197be
61c74d04-8f3a-47c4-bc2e-ecc7cf5fd53a,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/ed57d2c1093d4592aa8fc4d05323fec4/,0.0,1.0,0.0,20200702_1,1.0,b7b9e571561c83e2dd9615b707d9ad039f7abd36
2cd297ae-3208-442e-ac58-a57c79be5188,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/df3c9d06ac390e3280cd31e50b971866/,0.0,1.0,0.0,20200702_1,1.0,2d96e3363bf4d0ef5638a6f0182b26facb42e4af
47ebddad-a131-48e4-b278-e4dcc47fffe3,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/0f2e640b72e51c091294f5051692435e/,0.0,1.0,0.0,20200702_1,1.0,a747fea6e403aeed550ef7d33254aa3b576a6240
2764ad31-20b1-4141-845e-ec01997f76ec,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/0d76e43972cc694a62e734d1a7fef9dd/,0.0,1.0,0.0,20200702_1,1.0,9c60c7daff221df8f4454be2f7050d67da80d33a
20189ec3-a80e-4068-8f21-9a799e4569bf,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/df1bae29aa6c1d88b99ef9f3f4dfa9b3/,0.0,1.0,0.0,20200702_1,1.0,e1be51e2b929710e5eb467125ea19518a9cea106
0ab52da3-d7a0-4767-bba4-2182f6e64001,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/573502167181f3c832e5e1ca3d2a0cab/,0.0,1.0,0.0,20200702_1,1.0,190bff2d66960fb4fe5c96581abecf59c49277e6
fa68f5c1-180f-44c6-9704-3a57cab5fe44,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/5a94ada5246c9ae9e47cde8724d65e03/,0.0,1.0,0.0,20200702_1,1.0,e0d70b35d9ccc171b8ddd7033107e3f689721cef
1e78283c-677d-401c-9ef7-558b8ef8dff5,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/f58356c88ec8fe44c1763c9b6ff41601/,0.0,1.0,0.0,20200702_1,1.0,41373b656ea5c6b3d00fea8aa0b116757885a415
fe4efcf1-2301-4a15-b5ff-07185c41c4ca,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/a5b1a879b4c5f5597dd4fcae0dfa3d1e/,0.0,1.0,0.0,20200702_1,1.0,d24a74960e0b35197209a0d37d503d80f2057411
c818060d-3cc8-441a-a479-444e16dad738,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/9c033c57f1aadf500e35be384a25694f/,0.0,1.0,0.0,20200702_1,1.0,c6f26149f65876df823702ece29d4514f255092a
9ea0e050-7355-4779-b764-3322ec175bd0,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/f0af3504c07f4dbd5ada409151319d8d/,0.0,1.0,0.0,20200702_1,1.0,a064b0dad1e7e3a5686bd8949d002565a8c75746
028b3699-3268-4b82-8160-90e8cbd84c98,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/3dc323b0764f03a2790eaeefc5ffe23a/,0.0,1.0,0.0,20200702_1,1.0,fbbe5a0b0ab93df80bf0f10fffe9224ded09c485
cc462a7e-e9f8-4998-b078-875056283bef,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/426775e4a2c8da2f219e8a8be8437c27/,0.0,1.0,0.0,20200702_1,1.0,76affab703b414accabc2a5bd461095ff598c6f1
cde32f43-2dbc-4281-86b4-d80e436144fa,1.0,OP,14.0,5.0,0.0,15.0,5.0,4.0,1.0,1.0,2.0,0.0,75.0,52.0,23.0,   -  ,1.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,50.0,2.0,2.0,2.0,1.0,95.0,282.0,http://shadetreetechnology.com/V4/validation/8040c17daa74eb8a5fad0aa6ad794214/,0.0,1.0,0.0,20200702_1,1.0,b0bdbe9c698f3dc3b16862bb34289874c027b3b7
