UUID,label,source,div,img,iframe,a,script,external_script,internal_script,form,input,textarea,Tags,No-class Tags,class Tags,Title,Cookies,secure,session,httponly,JSGlobalVar,Requests,Ad-blocked,Malicious,HTTPS,IPv6,Domains,Subdomains,IPs,Countries,Transfer,Size,URL,OutGoingLinks,sensitive,session & httponly,folder,sensitive_label,hash_value,span,button,sensitive_case1,sensitive_case2,sensitive_case3,sensitive_case4
33c60d6d-35ee-46b0-84ae-8b823376afe1,1.0,OP,7.0,8.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,57.0,40.0,17.0,One Drive Cloud Document Sharing,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2006.0,2176.0,http://dailyairlogs.com/css/inc/OneDrv/home/,0.0,0.0,0.0,20200702_1,0.0,e89f127a773f33f6679889d145fd7006f372431d,1.0,3.0,0.0,0.0,0.0,0.0
af249aae-2774-4e62-b299-9e5aff56117b,1.0,OP,17.0,2.0,1.0,2.0,5.0,2.0,3.0,1.0,25.0,0.0,108.0,85.0,23.0,Log In | SharePoint,4.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,63.0,33.0,2.0,3.0,3.0,2.0,150.0,148.0,http://stilkom-jogi.com.mk/SupportNewSharePoint/,0.0,1.0,0.0,20200702_1,0.0,34471c37b0f126f4304d73eb6cad34cbeb361f83,2.0,0.0,1.0,0.0,0.0,0.0
0f43119d-a849-4e01-a5cf-d2b53857fa6c,1.0,OP,1327.0,126.0,8.0,460.0,43.0,21.0,22.0,2.0,9.0,0.0,2568.0,446.0,2122.0,Ø§Ù„Ø±Ø¦ÙŠØ³ÙŠØ© - 2M,5.0,0.0,0.0,1.0,63.0,196.0,0.0,0.0,51.0,63.0,25.0,35.0,30.0,7.0,3128.0,6464.0,https://my-pypl.com/,10.0,1.0,0.0,20200702_1,0.0,a76584f9432851d1d5d6b9cb2ef9330863e123e9,261.0,0.0,1.0,0.0,0.0,0.0
d5fd99e5-49f8-448b-9f05-0acece56b345,1.0,OP,309.0,15.0,2.0,54.0,27.0,20.0,7.0,0.0,14.0,0.0,605.0,167.0,438.0,The future of forms is here | Typeform,0.0,0.0,0.0,0.0,49.0,65.0,0.0,0.0,98.0,76.0,15.0,20.0,14.0,4.0,17048.0,18753.0,https://emmagrace2009.typeform.com/to/KRoFtdkA/,18.0,0.0,0.0,20200702_1,0.0,cb45ff014abf2729b1d7814f97b10c536f46ef0c,9.0,9.0,0.0,0.0,0.0,0.0
b4e78c60-37d9-4f5b-ba16-b5e15ec86244,1.0,PT,29.0,4.0,0.0,2.0,9.0,8.0,1.0,1.0,3.0,0.0,97.0,48.0,49.0,OneDrive | Login,0.0,0.0,0.0,0.0,7.0,19.0,0.0,0.0,100.0,71.0,7.0,9.0,8.0,3.0,2513.0,2941.0,https://sunilkhairnar.com/office/xx/,0.0,1.0,0.0,20200702_1,0.0,1fa38df4ee13bc63c0580bc06474865c6790f34d,13.0,4.0,1.0,0.0,0.0,0.0
34b578d7-4037-4db1-8d25-345049e7766b,1.0,PT,163.0,30.0,0.0,113.0,7.0,5.0,2.0,3.0,13.0,0.0,483.0,316.0,167.0,Basket Adidas Soldes - Adidas Outlet France | adidasfrsoldes.fr,2.0,0.0,1.0,2.0,20.0,42.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,1308.0,1506.0,https://www.adidasfrsoldes.fr/,5.0,1.0,1.0,20200702_1,0.0,1bb90d8631434197dfa70c830c5708939cd745f8,2.0,1.0,0.0,0.0,1.0,0.0
0b585296-5d3d-4b93-8c06-8a2fc6663ed5,1.0,PT,335.0,120.0,0.0,233.0,11.0,9.0,2.0,2.0,6.0,0.0,1075.0,527.0,548.0,"Rebajas de zapatillas Nike, bambas y deportivas ofertas para comprar outlet online en Vapormax.es",1.0,0.0,0.0,1.0,2.0,145.0,0.0,0.0,97.0,100.0,1.0,2.0,2.0,1.0,3396.0,3819.0,https://nikecomprar.es/,190.0,1.0,0.0,20200702_1,0.0,97d2285e877ba378f63273eb3808b59b123d7eec,48.0,1.0,0.0,1.0,0.0,0.0
9f84d436-4e3b-4570-8a6a-d465ecd5511d,1.0,PT,34.0,1.0,4.0,13.0,14.0,7.0,7.0,1.0,7.0,0.0,197.0,113.0,84.0,Sign in - start.me,6.0,1.0,1.0,1.0,26.0,27.0,0.0,0.0,100.0,50.0,10.0,12.0,11.0,3.0,1058.0,3781.0,https://start.me/p/VRM99K/giulio,0.0,1.0,0.0,20200702_1,0.0,31a37b21a2ffcb3529bbd2f6b4c54b8ce9cf8448,9.0,0.0,0.0,1.0,0.0,0.0
a0490246-24fb-4694-b489-4683cac874d8,1.0,PT,70.0,1.0,1.0,8.0,20.0,18.0,2.0,0.0,0.0,0.0,176.0,74.0,102.0,ATT LOGIN,1.0,1.0,0.0,1.0,25.0,44.0,0.0,0.0,23.0,33.0,4.0,6.0,6.0,4.0,460.0,1637.0,http://att-loginz.com/,0.0,0.0,0.0,20200702_1,0.0,0671b151a4ee27ad3a84bd12057b2ada3160a52f,9.0,0.0,0.0,0.0,0.0,0.0
6aa69d87-748c-4fd3-ad68-2d177f3a342e,1.0,PT,485.0,4.0,1.0,372.0,37.0,24.0,13.0,0.0,0.0,0.0,2008.0,892.0,1116.0,"Lloyds Bank - Personal Banking, Personal Finances & Bank Accounts",8.0,0.0,2.0,2.0,153.0,52.0,0.0,0.0,100.0,18.0,13.0,18.0,16.0,7.0,1616.0,4504.0,http://lloydsbank.tel/,33.0,0.0,0.0,20200702_2,0.0,3ae6b14151ccc35b5e50696373ea72800bf1b1cf,423.0,7.0,0.0,0.0,0.0,0.0
2480f22f-9d53-48b9-a7e1-a84f7b84539a,1.0,PT,10.0,8.0,0.0,4.0,0.0,0.0,0.0,2.0,7.0,0.0,67.0,60.0,7.0, DocuSlgn,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,70.0,70.0,http://vinceduchene.cnbcreative.co.uk/Dc1/Dc1/docu/a/,0.0,1.0,0.0,20200702_2,0.0,b257edc19788bf4f6ee68c50242112d689ae7d9a,0.0,0.0,0.0,0.0,1.0,0.0
b5ed2947-fd8c-41b2-8331-fb07ed81d6e0,1.0,PT,363.0,15.0,2.0,68.0,27.0,20.0,7.0,1.0,15.0,0.0,751.0,223.0,528.0,The future of forms is here | Typeform,5.0,0.0,0.0,0.0,51.0,65.0,0.0,0.0,100.0,78.0,15.0,20.0,15.0,5.0,17079.0,18849.0,https://upstatefurniture.typeform.com/to/dlJk5hcW/,19.0,0.0,0.0,20200702_2,0.0,2327bedc38674ff960228b7fc36dcccd3be1801b,10.0,19.0,0.0,0.0,0.0,1.0
f1622cd6-c71f-4ab4-af2a-15eb92a754cd,1.0,PT,64.0,26.0,0.0,94.0,3.0,1.0,2.0,2.0,5.0,0.0,394.0,211.0,183.0,"Adidas Shoes Sale Online in UK | Jewishunitedstates.com, Womens adidas shoes",3.0,0.0,1.0,1.0,3.0,38.0,0.0,0.0,0.0,100.0,1.0,2.0,1.0,1.0,2432.0,2467.0,http://jewishunitedstates.com/includes,0.0,0.0,0.0,20200702_2,0.0,19b525f821baa04125cd632d7e9a7178eb2fdf10,48.0,0.0,0.0,1.0,0.0,0.0
7efb582f-c426-4f81-8072-e1e71158fb88,1.0,PT,40.0,1.0,1.0,6.0,26.0,24.0,2.0,1.0,7.0,0.0,172.0,106.0,66.0,Webmail - Bienvenue,2.0,0.0,2.0,1.0,61.0,35.0,0.0,0.0,46.0,85.0,12.0,13.0,13.0,6.0,634.0,1785.0,http://ggaweb1.moonfruit.com/,1.0,1.0,1.0,20200702_2,0.0,58201bfe4ae5f23be3168f05d318c3110701c72b,8.0,3.0,1.0,0.0,0.0,0.0
6d3ec8d5-b6c8-4a3f-a521-c9916d164e22,1.0,PT,145.0,15.0,1.0,56.0,7.0,3.0,4.0,1.0,9.0,0.0,606.0,118.0,488.0,Tailored Accounting Packages - Digital Tax Matters,3.0,0.0,0.0,0.0,15.0,31.0,0.0,0.0,100.0,67.0,3.0,3.0,4.0,2.0,1324.0,1958.0,https://www.digitaltaxmatters.co.uk/Home,5.0,1.0,0.0,20200702_2,0.0,ad181e5c076874519e8ba1c5cd296e43c19bdb8c,91.0,0.0,0.0,0.0,1.0,0.0
dd658a54-b6de-45f9-ac58-7910d81dad92,1.0,PT,27.0,11.0,1.0,12.0,7.0,3.0,4.0,0.0,0.0,0.0,134.0,108.0,26.0,AdobeCloudFile-Document.PDF,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,67.0,67.0,5.0,6.0,7.0,2.0,203.0,572.0,http://www.ganamela.com/wp-admin/includes/002/nsw/data/UntitledNotebook1.html?run=login_cmd&amp;statuts=f17ca2c829680ada2fec9fc87bc5f606be61014bd961ae91fa18b8094597e1de,0.0,0.0,0.0,20200702_2,0.0,4e0e06a907741304569847601d9d756453f5cb2d,22.0,0.0,0.0,0.0,0.0,0.0
21a2790e-e4dd-4d40-99d3-7f03a61c87d3,1.0,PT,3.0,6.0,0.0,2.0,9.0,7.0,2.0,1.0,3.0,0.0,111.0,111.0,0.0,"Microsoft Office | Share, Upload, Extract",0.0,0.0,0.0,0.0,9.0,26.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,162.0,199.0,http://www.dexamfetamine.eu/mgmgrand/extrine/,0.0,0.0,0.0,20200702_2,0.0,6e64a640f52a47d4b8a80ed48fbc6d8051169c41,0.0,0.0,1.0,0.0,0.0,0.0
c2dff8a7-cbc4-47e8-b1e4-d7ac516fe990,1.0,PT,5.0,11.0,0.0,10.0,2.0,0.0,2.0,5.0,15.0,0.0,143.0,142.0,1.0,Alibaba.com- Profile Update,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,43.0,40.0,http://222.186.13.91/flash/,0.0,1.0,0.0,20200702_2,0.0,61344d06ed021413402c8c8c1c1b8327f28f1e55,0.0,0.0,1.0,0.0,0.0,0.0
ec7a3de5-aa90-4358-baf4-07f1f43ed5fa,1.0,PT,10.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,26.0,32.0,"(1) New File | Secure File Sharing, Storage and Collaboration",1.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,18.0,75.0,4.0,4.0,4.0,4.0,462.0,457.0,http://pranfoods.asia/delleller/,0.0,0.0,0.0,20200702_2,0.0,24dab01a4486b717dbb47cd2ca0e7b20b5d92816,0.0,1.0,0.0,0.0,0.0,0.0
823a31a2-eedf-49e7-959b-227b09cd70cf,1.0,PT,104.0,4.0,0.0,45.0,19.0,8.0,11.0,0.0,0.0,0.0,522.0,339.0,183.0,"E-pÅ‚atnoÅ›ci, wysyÅ‚aj pieniÄ…dze i akceptuj pÅ‚atnoÅ›ci | PayPal PL",12.0,12.0,5.0,7.0,19.0,23.0,0.0,0.0,100.0,0.0,3.0,4.0,3.0,3.0,636.0,2085.0,http://customtllc.com/juan/cs/customer_center/681/signin/?country.x=IE&amp;locale.x=en_IE,2.0,0.0,2.0,20200702_2,0.0,b0b27678703601c17669a0a9f1d9e44ebc273c26,8.0,4.0,0.0,0.0,0.0,0.0
0334ea17-842a-49d6-bae6-50d8ede9aaf7,1.0,PT,105.0,4.0,0.0,50.0,19.0,8.0,11.0,0.0,0.0,0.0,544.0,363.0,181.0,PayPal Nederland - Online Betalingen | PayPal NL,12.0,12.0,5.0,7.0,19.0,24.0,0.0,0.0,100.0,0.0,3.0,4.0,3.0,3.0,617.0,2065.0,http://185.177.54.9/webapps/mpp/pay-online,2.0,0.0,2.0,20200702_2,0.0,fd65b4280f7fad8fb9558c21bd15cd471b40c502,16.0,4.0,0.0,0.0,0.0,0.0
7b503e07-29bf-49d9-adae-14d04b8c394f,1.0,PT,440.0,50.0,0.0,64.0,37.0,24.0,13.0,1.0,1.0,0.0,946.0,266.0,680.0,ÐÑƒÐ´Ð¸Ñ‚ Ð¾Ñ‚ Ð°ÑÐµÑÑÐ¾Ñ€Ð° Google | Google Search Quality Raters Audit,5.0,0.0,1.0,0.0,303.0,663.0,0.0,0.0,95.0,92.0,12.0,13.0,12.0,6.0,3515.0,6126.0,https://google-quality-rater-audit.com,3.0,0.0,0.0,20200702_2,0.0,dad50be89cd34b3613752c4d17f2d5b809d7035e,55.0,8.0,0.0,0.0,0.0,1.0
eff5cf91-d680-444c-9193-e3adc88a4a5a,1.0,PT,37.0,8.0,0.0,6.0,9.0,8.0,1.0,1.0,3.0,0.0,125.0,60.0,65.0,OneDrive | Login,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,100.0,71.0,7.0,9.0,8.0,3.0,2482.0,3008.0,https://aanaqa.com/Org/,0.0,1.0,0.0,20200702_2,0.0,7be2f9a655662dc6451f6cc717da948d127f28e8,17.0,4.0,1.0,0.0,0.0,0.0
679137b9-a616-4754-a8de-c1f3348dbfcf,1.0,PT,40.0,8.0,0.0,6.0,2.0,1.0,1.0,1.0,5.0,0.0,117.0,44.0,73.0,Dropbox,0.0,0.0,0.0,0.0,2.0,25.0,0.0,0.0,16.0,67.0,3.0,3.0,3.0,2.0,407.0,403.0,http://farma-bafeiadi.gr/wp-content/plugins/revslider/languages/dropbox-secure/ayo1/ayo1/ayo1/,0.0,1.0,0.0,20200702_2,0.0,ddd326dd0453cf2a9a1ff1f989d5373efee4e99d,3.0,1.0,1.0,0.0,0.0,0.0
4f99d43f-36e9-46ac-b556-8c1856c3d296,1.0,PT,121.0,18.0,0.0,48.0,7.0,7.0,0.0,1.0,1.0,0.0,346.0,174.0,172.0,Al Etihad Credit Bank | Personal Online Banking,0.0,0.0,0.0,0.0,6.0,32.0,0.0,0.0,100.0,67.0,3.0,3.0,3.0,2.0,2449.0,2839.0,http://aecbank.net/,0.0,1.0,0.0,20200702_2,0.0,db8555972e29a0af98f832ff9870ce52d00039e2,8.0,1.0,0.0,1.0,0.0,0.0
8bb8dac5-243b-4a42-8649-79d7d4f1e81d,1.0,PT,106.0,16.0,4.0,118.0,20.0,17.0,3.0,1.0,2.0,0.0,671.0,330.0,341.0,Micr0soft 0neDrive.,1.0,0.0,1.0,0.0,103.0,52.0,0.0,0.0,15.0,43.0,7.0,9.0,8.0,3.0,1019.0,2088.0,http://rosenbloomphoto.com/lynn/oneee/login.php,91.0,0.0,0.0,20200702_2,0.0,b8aa60cc88c792538d9e64aa040473d10c5ac8dd,33.0,32.0,0.0,1.0,0.0,0.0
6f95e05e-6251-4456-be89-e327178b66d3,1.0,PT,191.0,4.0,2.0,9.0,72.0,56.0,16.0,1.0,3.0,1.0,434.0,196.0,238.0,Home | COVID-19 CHALLENGE COIN,5.0,2.0,3.0,1.0,94.0,104.0,0.0,0.0,100.0,0.0,5.0,7.0,6.0,2.0,2667.0,8783.0,http://www.covid-19challengecoin.com,1.0,0.0,1.0,20200702_2,0.0,798d9a9f5b0befe497a0360eb99dcd1b5c96cf06,19.0,2.0,1.0,0.0,0.0,0.0
07e4fee7-5cb1-47e8-b6dc-355c6126cf80,1.0,PT,164.0,21.0,1.0,108.0,16.0,7.0,9.0,2.0,17.0,0.0,812.0,175.0,637.0,Auto Insurance: Car and Auto Insurance Quotes Online | USAA,20.0,12.0,9.0,2.0,42.0,48.0,0.0,0.0,100.0,0.0,6.0,10.0,7.0,3.0,764.0,1439.0,http://meatdungeon.com/parts/abudu.php,3.0,1.0,1.0,20200702_2,0.0,954802ff3ca3c7f6b8a0a88d2d85f21bb437c5d7,204.0,2.0,1.0,0.0,0.0,0.0
745586e2-e94d-4ade-a323-bb85d11c3743,1.0,PT,59.0,13.0,2.0,21.0,18.0,13.0,5.0,1.0,5.0,0.0,279.0,183.0,96.0,"Google Drive - Cloud Storage & File Backup for Photos, Docs & More",10.0,1.0,2.0,1.0,78.0,53.0,0.0,0.0,25.0,88.0,5.0,8.0,9.0,2.0,1312.0,1329.0,http://anaximhost.com/clients/status/docsdrive/,15.0,1.0,0.0,20200702_3,0.0,4e23448edcf52c2f55ac349df9a812f6c7ab8c40,8.0,1.0,1.0,0.0,0.0,0.0
6bee157c-402e-4848-9f30-bd0e24ae5e3b,1.0,PT,350.0,15.0,2.0,57.0,27.0,20.0,7.0,1.0,15.0,0.0,682.0,193.0,489.0,The future of forms is here | Typeform,5.0,0.0,0.0,0.0,51.0,65.0,0.0,0.0,100.0,78.0,15.0,20.0,15.0,5.0,17079.0,18837.0,https://hunteralan.typeform.com/to/jvQx7t,19.0,0.0,0.0,20200702_3,0.0,ef4be3a17422519ebff8cabe1b4c53c616cb6ac2,10.0,19.0,0.0,0.0,0.0,1.0
2f6d32dd-1bde-4863-88ac-cdf514b6b882,1.0,PT,10.0,2.0,0.0,0.0,6.0,5.0,1.0,1.0,2.0,0.0,54.0,23.0,31.0,Dr1ve,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,100.0,60.0,5.0,5.0,6.0,2.0,825.0,1410.0,https://firebasestorage.googleapis.com/v0/b/f8g7tgf87gf9gf3g.appspot.com/o/hg%20f%207r76%3Df8%2Fvw%20r%20ff%3Dw3.html?alt=media&token=2fb553ec-62d7-41d6-959b-a072df35f8d5,0.0,1.0,0.0,20200702_3,0.0,d513b6bc7a480d544786aeb820a369fa1ee44f72,6.0,8.0,1.0,0.0,0.0,0.0
d0eed444-376d-49b1-b2b4-19bebe15d982,1.0,PT,107.0,17.0,4.0,119.0,20.0,17.0,3.0,1.0,2.0,0.0,677.0,331.0,346.0,Microsoft OneDrive,6.0,0.0,2.0,0.0,103.0,58.0,0.0,0.0,19.0,33.0,10.0,12.0,10.0,3.0,1178.0,2207.0,http://handsonbeautysalon.co.uk/ofiice/office,91.0,0.0,0.0,20200702_3,0.0,9733dc4a42816b4a212c6a7d8fe695ac73660cd2,35.0,32.0,0.0,1.0,0.0,0.0
354ef8c0-a08f-461d-933d-e1522005bba4,1.0,PT,43.0,14.0,0.0,7.0,2.0,1.0,1.0,1.0,6.0,0.0,136.0,43.0,93.0,Dropbox,0.0,0.0,0.0,0.0,2.0,31.0,0.0,0.0,13.0,67.0,3.0,3.0,3.0,2.0,425.0,597.0,http://irestro.in/dropbox/dropboxmulti/,0.0,1.0,0.0,20200702_3,0.0,3e158f548fc680fb6e1045ec41a67b2c17502217,3.0,2.0,1.0,0.0,0.0,0.0
1b5c3833-b77c-4619-9651-267dfded4b6d,1.0,PT,183.0,27.0,1.0,60.0,28.0,20.0,8.0,0.0,0.0,0.0,640.0,245.0,395.0,Chase Bank â€“ We're here to help you manage your money today and tomorrow,3.0,2.0,1.0,2.0,45.0,63.0,0.0,0.0,21.0,83.0,7.0,7.0,7.0,3.0,739.0,1846.0,http://chasegroups.net/,9.0,0.0,1.0,20200702_3,0.0,25511ae5408663eabf0bfc26f70d16efd68cfc92,28.0,5.0,0.0,0.0,0.0,0.0
5c93dc1b-814c-4bdf-ad06-daed94b31c71,1.0,PT,86.0,6.0,4.0,27.0,21.0,12.0,9.0,1.0,16.0,0.0,492.0,290.0,202.0,Log in to your PayPal account,15.0,13.0,5.0,7.0,33.0,59.0,0.0,0.0,73.0,17.0,4.0,9.0,7.0,4.0,665.0,1539.0,http://profelectrik.ru/update/e96288debace15316498395a8aac112fZjZmYmEzOGU3NTYyZWVkZjJmNTk2YWY2YmZmZDk5ODM=/myaccount/websc_success/,0.0,1.0,2.0,20200702_3,0.0,d6152fcb6a7b71617afaca0794842428c098f27f,21.0,11.0,1.0,0.0,0.0,0.0
154b9b1c-caf0-4245-8711-dde25c436064,1.0,PT,63.0,8.0,0.0,8.0,4.0,3.0,1.0,5.0,20.0,0.0,237.0,162.0,75.0,Google Docs,0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,155.0,249.0,http://www.pedacinhodefriburgo.com.br/doc/kk/,0.0,1.0,0.0,20200702_3,0.0,ea649e6e862854c672101d8ccaed3f9ba977c878,5.0,1.0,1.0,0.0,0.0,0.0
6ec70d73-1894-4506-bd16-76b2aca8fe8a,1.0,PT,59.0,13.0,1.0,21.0,18.0,13.0,5.0,1.0,5.0,0.0,278.0,182.0,96.0,"Google Drive - Cloud Storage & File Backup for Photos, Docs & More",10.0,1.0,2.0,1.0,67.0,52.0,0.0,0.0,25.0,86.0,5.0,7.0,8.0,2.0,1311.0,1329.0,http://anaximhost.com/clients/status/docsdrive/index.htm,15.0,1.0,0.0,20200702_3,0.0,b38c6fa29e96be724c1e51ac293a24e5336abd60,8.0,1.0,1.0,0.0,0.0,0.0
c90ad735-0e5c-4ff3-bcf6-2f2530af0935,1.0,PT,14.0,12.0,0.0,18.0,9.0,6.0,3.0,2.0,16.0,0.0,139.0,82.0,57.0,"Google | Drive , Safe place for all your files",0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,15.0,50.0,4.0,4.0,4.0,3.0,319.0,444.0,http://jurnal.stai-aljawami.ac.id/.well-known/pki-validation/emoji/main/main/doc/hub/,0.0,1.0,0.0,20200702_3,0.0,ba715545b4b729271745c3d616c46eb730c49efd,3.0,0.0,1.0,0.0,0.0,0.0
769f8fd2-ef06-4b76-9888-ade434b6aade,1.0,PT,25.0,24.0,0.0,14.0,1.0,0.0,1.0,7.0,22.0,0.0,193.0,164.0,29.0, DocuSlgn ,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,150.0,155.0,http://illitrading.ro/doc/Doctgn/dc475aa73f27292d9e8c96db191c0d61/index2.php,0.0,0.0,0.0,20200702_3,0.0,ab5cc3d55e3b1d424574a20dc13f98e388ab8337,0.0,0.0,0.0,0.0,1.0,0.0
